fakeid,GEOID,AFK_h,ALA_h,ALP_h,BDL_h,BGM_h,BNT_h,BRT_h,CDF_h,CEN_h,CHA_h,CHL_h,CLF_h,CLI_h,CMT_h,COA_h,CWH_h,DAN_h,DRA_h,EAG_h,ELK_h,EMT_h,FAR_h,FCS_h,FFD_h,FRR_h,FTH_h,GLA_h,GOS_h,GRL_h,HAR_h,HDT_h,HEB_h,HER_h,HGH_h,HNF_h,HOL_h,HOO_h,HVL_h,IND_h,INT_h,KAY_h,KMS_h,KMT_h,LAY_h,LEH_h,LIN_h,MAP_h,MID_h,MLC_h,MMT_h,MRG_h,MSL_h,MUR_h,MWY_h,NOG_h,NSL_h,OGD_h,OKL_h,ORM_h,PAY_h,PGR_h,PLN_h,PRK_h,PRY_h,PVO_h,PVW_h,ROY_h,RVD_h,RVT_h,SAN_h,SAQ_h,SAR_h,SFK_h,SJC_h,SLC_h,SLM_h,SOG_h,SPV_h,SSL_h,SUN_h,SWE_h,SYR_h,TAY_h,TOO_h,UIN_h,VIN_h,WAT_h,WBG_h,WDL_h,WEB_h,WHT_h,WHV_h,WIL_h,WJC_h,WPT_h,WVC_h,WXC_h,TTL_h,AFK_w,ALA_w,ALP_w,BDL_w,BGM_w,BNT_w,BRT_w,CDF_w,CEN_w,CHA_w,CHL_w,CLF_w,CLI_w,CMT_w,COA_w,CWH_w,DAN_w,DRA_w,EAG_w,ELK_w,EMT_w,FAR_w,FCS_w,FFD_w,FRR_w,FTH_w,GLA_w,GOS_w,GRL_w,HAR_w,HDT_w,HEB_w,HER_w,HGH_w,HNF_w,HOL_w,HOO_w,HVL_w,IND_w,INT_w,KAY_w,KMS_w,KMT_w,LAY_w,LEH_w,LIN_w,MAP_w,MID_w,MLC_w,MMT_w,MRG_w,MSL_w,MUR_w,MWY_w,NOG_w,NSL_w,OGD_w,OKL_w,ORM_w,PAY_w,PGR_w,PLN_w,PRK_w,PRY_w,PVO_w,PVW_w,ROY_w,RVD_w,RVT_w,SAN_w,SAQ_w,SAR_w,SFK_w,SJC_w,SLC_w,SLM_w,SOG_w,SPV_w,SSL_w,SUN_w,SWE_w,SYR_w,TAY_w,TOO_w,UIN_w,VIN_w,WAT_w,WBG_w,WDL_w,WEB_w,WHT_w,WHV_w,WIL_w,WJC_w,WPT_w,WVC_w,WXC_w,TTL_w
157,490111253014,0,0,0,0,0,5,0,0,3,0,0,21,19,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,2,0,1,28,0,0,1,0,0,2,1,0,0,0,2,2,22,0,0,0,0,1,0,0,1,0,18,2,0,1,0,0,0,1,4,0,6,2,0,13,1,11,1,1,1,0,1,0,0,0,0,2,0,2,7,1,0,218,3,0,1,0,6,5,0,0,7,0,1,71,14,0,0,4,0,7,1,0,0,9,0,0,5,1,0,0,0,1,0,1,2,0,0,2,1,1,0,0,15,0,1,64,3,1,0,0,8,0,1,2,8,1,4,10,103,0,5,0,0,3,2,0,1,2,18,21,3,11,0,0,1,12,75,0,20,3,15,6,4,6,4,2,0,0,7,0,0,4,0,3,0,3,4,20,4,651
158,490111253041,0,0,0,0,1,1,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,1,2,1,64,1,0,0,1,2,14,0,0,0,0,0,64,32,0,0,6,0,5,0,0,0,25,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,18,0,0,81,4,0,0,5,11,1,1,2,10,0,4,16,135,0,10,0,2,4,1,0,6,2,25,18,3,10,0,3,2,7,92,0,7,0,11,8,1,17,6,2,1,0,8,0,0,4,0,11,0,7,6,26,3,798
159,490111253042,0,0,0,0,8,19,0,0,5,0,0,47,157,0,0,2,0,4,3,0,1,10,0,0,7,3,0,0,4,7,1,2,0,1,0,1,25,0,0,0,11,0,1,75,6,3,1,1,2,3,2,2,4,1,14,7,76,0,5,0,4,9,2,3,6,10,88,6,4,6,0,2,6,1,7,0,10,5,1,13,8,53,7,1,1,0,16,0,0,0,0,31,0,5,42,5,2,951,6,0,0,1,8,17,0,0,10,0,1,108,41,0,0,9,0,12,0,0,0,21,0,0,14,1,0,0,0,2,0,0,1,0,0,3,1,0,0,0,23,0,0,113,5,0,0,13,24,0,2,7,28,0,5,31,231,0,8,0,2,2,2,1,16,6,46,28,1,11,0,2,1,11,150,0,16,2,17,6,3,27,8,2,0,0,15,0,0,3,0,19,0,9,7,40,4,1283
160,490111253043,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,2,14,0,0,4,0,0,35,12,0,0,3,0,6,0,0,0,8,0,0,7,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,12,0,0,45,4,1,1,2,5,0,0,2,7,0,4,7,91,0,2,0,1,2,1,0,10,2,9,19,0,10,1,2,0,2,49,0,7,0,6,7,2,9,3,1,1,0,4,0,0,1,0,6,0,3,5,13,3,496
161,490111253051,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,4,0,0,2,1,10,0,0,5,0,1,67,25,0,1,3,0,8,0,1,0,14,0,0,7,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,25,0,0,68,5,3,0,4,7,0,2,4,8,0,7,12,123,0,3,0,1,1,1,0,6,3,35,19,4,11,1,0,2,8,91,0,19,2,10,9,0,17,5,4,1,0,7,0,0,3,0,10,0,9,6,32,4,774
162,490111253052,0,0,0,0,0,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,17,5,0,0,2,5,22,0,0,10,0,0,73,36,0,0,7,0,7,0,0,0,16,0,0,10,0,0,0,0,3,0,1,0,2,0,3,1,0,0,0,28,0,1,73,6,3,0,3,18,1,0,2,17,0,6,13,160,0,8,0,2,1,2,0,4,6,19,27,1,12,0,1,0,3,98,0,16,0,14,5,1,17,9,1,0,0,9,0,0,4,0,11,0,6,4,25,8,899
163,490111253053,0,0,0,0,0,1,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,0,2,0,0,0,0,3,0,0,0,1,2,49,2,0,0,0,1,8,0,0,5,0,0,42,14,0,0,4,0,8,0,0,0,9,0,0,2,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,19,0,0,33,1,2,0,7,12,1,1,2,4,0,1,5,82,0,3,0,0,1,0,0,1,3,12,16,0,4,0,0,0,4,48,0,12,4,9,6,2,11,1,3,1,1,9,0,0,4,0,7,0,5,2,15,3,497
164,490111253054,1,0,1,0,12,14,0,0,6,0,0,45,68,0,1,1,0,6,2,0,0,4,0,0,3,1,1,0,7,6,0,0,2,0,1,0,10,0,0,0,11,0,1,60,2,0,1,3,2,1,0,2,5,0,8,2,59,0,9,2,4,7,0,4,7,5,50,10,5,5,1,4,1,7,13,1,15,4,1,9,4,43,8,17,1,0,13,0,0,0,0,17,2,13,23,25,3,782,6,1,1,0,3,10,0,0,5,1,0,76,24,0,0,3,0,12,0,0,0,22,0,0,8,1,0,0,0,1,0,0,2,1,0,7,0,0,0,0,15,0,0,83,6,2,0,8,19,0,0,2,14,0,6,10,139,0,9,0,0,0,0,1,6,4,36,29,2,12,0,0,1,8,108,0,15,4,15,11,0,23,5,2,2,0,16,0,0,4,0,8,0,5,3,32,3,905
165,490111253061,1,0,1,0,6,3,0,0,0,0,0,9,32,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,3,0,1,20,1,0,0,1,3,2,1,0,1,0,10,3,24,1,3,1,2,2,0,2,5,0,18,6,1,4,1,0,1,1,5,0,3,0,0,4,3,9,2,2,1,0,2,0,0,1,0,14,0,5,11,8,0,277,1,0,1,0,3,11,0,0,12,0,0,89,36,0,0,6,0,10,0,0,0,25,0,0,4,1,0,0,1,6,0,1,2,1,0,3,2,0,0,0,29,0,0,96,3,0,0,5,13,0,3,2,21,1,4,15,148,0,5,1,2,2,1,0,3,2,33,29,1,11,0,2,2,6,133,0,15,0,15,6,2,26,5,1,1,0,8,0,0,3,0,10,0,4,19,31,6,995
166,490111253062,0,0,0,0,1,1,0,0,2,0,0,11,15,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,0,19,1,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,1,0,0,1,0,5,2,0,1,0,0,0,0,3,0,3,0,0,2,0,7,0,1,0,0,1,0,0,1,0,2,0,1,4,1,0,121,1,0,1,0,5,20,0,0,14,0,0,103,54,0,2,7,0,12,0,0,0,20,0,0,3,0,0,0,0,4,0,0,0,0,0,6,3,0,0,0,31,0,1,117,6,1,1,6,25,1,3,5,13,0,7,9,156,0,12,0,1,0,4,0,15,4,45,26,2,13,0,2,1,6,119,0,21,1,14,9,3,24,7,1,0,0,12,0,0,1,0,18,0,9,8,37,7,1129
167,490111253071,1,0,0,0,3,1,0,0,1,0,0,4,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,72,5,1,0,2,6,21,0,0,13,0,1,98,36,0,2,6,0,11,0,0,0,15,0,0,3,2,0,0,0,2,0,1,0,0,0,4,2,0,0,0,27,0,0,107,7,1,1,5,18,1,0,5,19,0,10,13,138,0,9,0,3,1,4,0,6,9,40,28,2,13,0,2,0,1,139,0,19,0,17,3,2,22,6,1,0,0,13,0,0,2,0,14,0,9,13,34,3,1041
168,490111253072,1,0,0,0,2,1,0,0,1,0,0,5,22,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,2,0,2,13,0,0,0,0,2,1,0,1,0,0,1,2,15,0,2,0,0,0,0,0,0,2,8,2,2,2,0,0,1,0,7,0,3,0,1,0,0,3,0,0,0,0,1,0,0,2,0,4,0,0,9,4,1,154,3,0,0,1,1,16,0,0,8,0,0,59,30,0,2,3,0,7,0,0,0,20,0,0,5,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,26,0,0,78,4,3,0,7,14,0,4,0,8,0,1,12,110,0,11,1,1,0,2,0,6,2,26,32,2,7,0,0,2,4,100,0,12,0,12,5,1,29,4,0,0,0,7,0,0,1,0,4,0,10,10,29,6,800
169,490111253073,0,0,0,0,1,2,0,0,1,0,0,7,27,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,21,2,0,0,0,0,1,0,0,0,0,6,0,19,0,1,1,0,1,0,2,1,0,12,0,1,2,0,1,1,1,3,0,2,0,0,2,3,13,0,0,1,0,7,0,0,0,1,4,0,2,10,2,0,188,2,0,0,0,5,12,0,0,10,0,0,68,30,0,0,8,0,8,0,0,0,22,0,0,7,3,0,0,0,1,0,1,3,0,0,4,0,0,0,0,16,0,0,89,1,1,1,9,13,1,1,6,9,0,3,10,122,0,4,1,0,2,0,0,6,4,31,27,2,13,0,1,0,6,107,0,12,1,13,5,4,17,5,1,1,1,8,0,0,0,0,14,0,5,9,19,5,834
170,490111253074,0,0,0,0,3,0,0,0,1,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,4,1,1,3,0,0,0,0,3,0,3,1,0,1,1,4,1,0,0,0,0,0,0,1,0,1,0,0,5,0,0,78,7,0,0,0,6,13,0,0,4,0,0,43,28,0,0,7,0,3,0,0,0,17,0,0,8,0,0,0,0,1,0,1,0,0,0,3,2,0,0,0,19,0,1,86,4,1,1,3,11,0,0,3,12,1,3,12,98,0,6,0,0,0,0,1,5,2,26,15,2,9,0,0,0,6,93,0,14,0,6,4,2,21,2,1,0,0,3,0,0,1,0,6,0,3,8,16,2,692
171,490111254071,0,0,0,1,0,3,0,0,4,0,0,6,8,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,1,0,0,0,0,0,1,0,0,0,0,1,7,0,1,0,0,1,1,0,1,1,2,1,0,1,0,1,0,1,0,0,2,0,0,0,0,12,0,0,0,0,2,0,0,1,0,4,0,1,7,1,0,112,5,0,0,0,1,12,0,0,10,0,1,43,9,0,0,7,0,6,0,0,0,20,0,0,2,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,23,1,1,69,3,0,0,1,10,0,0,0,14,0,6,11,70,0,7,0,2,0,0,1,4,3,19,11,0,9,0,1,1,5,86,0,8,0,7,5,2,34,6,1,0,0,4,0,0,3,0,6,0,3,15,19,3,626
172,490111254072,2,1,1,2,7,11,0,0,11,0,2,56,56,0,1,6,0,5,2,0,0,17,0,0,9,4,0,0,4,10,0,1,2,1,0,2,12,0,0,0,16,1,3,87,2,2,1,0,6,1,1,1,3,0,15,3,64,0,10,3,1,7,0,7,8,8,50,12,1,8,1,1,2,2,20,0,13,5,2,10,7,87,6,5,0,0,2,0,0,2,0,16,1,11,59,12,4,899,3,0,0,0,3,20,0,0,8,0,0,84,13,0,0,6,0,12,0,0,0,33,0,0,6,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,20,0,1,85,4,0,1,2,16,0,1,3,15,0,4,13,100,0,8,0,2,0,2,0,7,5,27,19,3,11,0,0,0,2,103,0,16,0,13,6,2,58,6,2,0,0,6,0,0,4,0,5,0,6,20,16,5,857
173,490111254073,0,0,1,0,1,5,0,0,2,0,0,21,17,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,2,0,0,2,0,1,0,0,7,0,0,0,5,0,0,30,3,1,0,1,2,0,0,1,2,1,4,1,18,0,3,0,0,3,0,1,6,1,14,3,1,2,0,1,2,2,0,1,6,0,0,11,2,39,1,2,0,0,2,0,1,0,0,4,1,2,26,1,0,304,2,0,1,0,5,19,0,0,9,0,0,70,17,0,0,5,0,8,0,0,0,23,0,0,3,3,0,0,1,3,0,1,0,0,0,3,4,0,0,0,39,0,3,107,2,2,0,9,16,0,3,6,13,0,5,19,103,0,11,0,1,2,0,0,8,3,32,15,4,6,0,3,1,4,132,0,21,1,11,7,1,48,3,0,0,0,6,0,0,1,0,16,0,4,14,25,7,944
174,490111254074,0,0,0,0,2,10,0,0,9,0,0,23,32,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,22,0,0,56,0,0,0,0,0,1,0,0,2,0,2,5,19,0,0,0,1,2,0,1,0,1,18,4,1,0,1,0,0,1,3,0,5,1,0,7,7,45,2,2,0,0,5,0,0,1,0,3,0,2,25,3,2,366,6,0,0,1,3,11,0,0,6,0,0,76,16,0,0,7,0,7,1,0,0,24,0,0,5,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,29,0,1,79,3,2,1,5,14,0,3,2,17,0,4,14,120,0,7,0,1,3,1,0,6,2,36,15,1,14,0,2,0,5,125,0,15,0,10,4,4,39,4,0,0,0,9,0,0,0,0,8,0,6,16,24,7,867
175,490111254081,0,0,0,0,4,5,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,35,0,1,0,1,0,0,0,0,1,0,3,0,9,0,1,0,0,3,0,1,2,0,14,2,1,1,0,0,0,0,1,0,6,0,0,2,0,30,0,0,0,0,0,0,0,1,0,0,0,2,16,0,4,211,4,0,0,0,3,12,0,0,6,0,0,55,12,0,0,8,0,5,0,0,0,20,0,0,4,1,0,0,1,1,0,2,1,0,0,2,5,0,0,0,21,1,0,83,2,2,0,5,13,0,1,2,14,0,1,13,86,0,7,1,0,3,3,0,1,2,22,11,0,8,0,0,2,9,127,0,12,1,7,3,1,43,3,0,0,0,3,0,0,4,0,10,0,4,17,17,3,744
176,490111254082,0,0,0,0,0,6,0,0,0,0,1,9,7,0,0,3,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,12,1,0,0,2,0,1,1,1,0,0,1,0,17,0,2,1,0,4,0,0,1,2,7,5,2,3,0,0,0,1,3,0,4,0,0,3,0,31,3,0,0,0,1,0,0,1,0,3,0,2,10,1,1,180,11,0,0,2,7,11,0,0,11,1,0,83,14,0,1,8,0,12,0,1,0,22,0,0,5,1,0,0,0,3,0,1,0,3,0,3,3,0,0,0,33,0,0,117,5,1,0,6,11,1,0,6,14,0,7,9,104,0,4,0,2,1,2,0,8,2,21,16,1,21,0,2,1,6,151,0,21,1,12,8,1,57,8,2,1,1,11,0,0,1,0,8,0,9,26,33,9,1008
177,490111254083,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,63,2,1,0,0,4,12,0,0,9,0,0,68,15,0,0,11,0,8,0,0,0,18,0,0,7,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,33,0,0,111,2,1,1,7,16,0,2,4,18,0,2,22,94,1,10,2,2,0,1,0,5,8,29,20,1,7,0,0,0,3,126,0,15,1,5,6,4,51,3,0,1,0,9,0,0,2,0,10,0,6,22,14,5,887
178,490111254091,0,0,0,0,2,5,0,0,2,0,0,49,36,0,1,1,0,1,0,0,0,8,0,0,6,1,0,0,0,5,0,0,5,1,0,1,10,0,0,0,10,0,1,50,2,2,1,0,3,1,2,0,0,0,6,0,26,0,3,2,1,2,1,0,3,5,43,1,3,0,0,0,1,4,11,0,11,1,0,10,3,104,0,5,0,0,3,0,0,2,0,9,0,4,32,1,2,539,8,0,0,0,3,26,0,0,18,0,0,106,10,0,1,8,0,8,0,0,0,36,0,0,0,2,0,0,0,3,0,2,0,0,0,1,2,0,0,0,47,0,1,164,9,1,0,10,23,0,1,2,19,1,4,26,160,0,13,0,0,3,2,0,13,2,28,24,1,13,0,0,3,8,190,0,14,2,15,6,3,47,7,4,0,0,7,0,0,6,0,13,0,10,6,28,11,1255
179,490111254092,0,0,2,0,3,2,0,0,1,0,2,13,13,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3,0,0,0,10,0,2,23,0,0,0,0,1,1,1,0,0,0,2,1,23,0,1,0,0,1,1,0,0,0,17,2,1,2,0,0,1,1,5,0,3,2,0,2,0,27,3,1,1,0,3,0,0,0,0,4,0,0,8,3,2,217,7,0,0,2,7,22,0,0,10,0,0,65,8,0,0,8,0,6,0,0,0,27,0,1,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,29,0,0,118,1,2,1,2,16,2,2,0,19,0,2,24,86,0,6,0,1,4,1,0,7,0,17,13,5,10,0,1,1,6,139,0,16,1,12,2,0,45,1,1,0,1,4,0,0,3,0,1,0,6,6,27,6,867
180,490111254101,0,0,0,1,0,2,0,0,2,0,0,12,8,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,2,3,0,0,2,1,0,0,0,9,0,1,35,4,0,0,2,1,2,1,1,0,0,2,1,21,0,1,0,0,0,1,0,1,1,5,5,0,1,0,0,0,3,2,0,4,3,0,2,3,16,1,0,0,0,1,0,0,0,0,2,0,8,5,1,2,199,6,0,0,2,4,22,0,0,15,0,0,71,6,0,0,7,0,10,0,0,0,19,0,0,3,1,0,0,0,3,0,3,0,0,0,3,0,0,0,0,35,0,1,129,5,2,1,6,15,1,0,1,15,1,1,13,102,0,7,0,0,2,4,1,7,2,24,18,1,10,1,2,1,5,133,0,12,1,8,5,3,42,6,1,0,0,9,0,0,5,0,6,0,12,6,26,7,907
181,490111254102,1,0,0,0,1,2,0,0,0,0,0,9,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,17,0,0,0,0,0,0,1,0,0,1,3,1,6,0,1,0,0,0,0,0,1,0,6,2,2,0,0,0,0,0,1,0,1,2,0,3,1,17,0,2,0,0,1,0,0,0,0,3,0,2,2,1,0,111,2,0,1,1,4,28,0,0,12,0,0,106,6,0,2,11,0,9,0,0,0,25,0,0,3,1,0,0,0,1,0,0,2,1,0,3,0,0,0,0,33,0,0,141,5,1,0,8,15,0,1,6,14,1,3,26,134,0,9,1,1,1,1,0,12,0,19,11,2,9,0,0,2,6,215,0,16,2,17,4,3,41,13,0,0,0,6,0,0,5,0,8,0,9,5,34,16,1129
182,490111254111,1,0,0,0,1,4,0,0,0,0,0,22,19,0,0,0,0,2,1,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,5,0,1,38,0,0,0,1,2,0,0,0,2,2,3,6,19,0,4,0,0,2,1,0,1,1,20,2,1,0,0,1,1,1,8,0,4,0,0,3,3,49,0,2,0,0,2,0,1,1,0,6,0,0,19,1,1,289,6,0,0,1,4,20,0,0,11,0,0,70,9,0,0,8,0,6,0,0,0,30,0,0,7,0,0,0,0,2,0,2,3,1,0,1,2,0,0,0,36,0,0,134,10,1,0,5,8,1,0,3,15,0,4,19,98,0,11,2,0,0,2,0,3,0,20,21,1,11,0,2,3,8,171,2,12,2,12,6,3,38,8,1,0,0,2,0,0,4,0,7,0,5,5,39,7,968
183,490111254112,1,0,0,1,0,5,0,0,5,0,0,17,25,0,0,0,0,1,1,0,0,6,0,0,8,3,1,0,0,1,0,0,4,0,0,0,8,0,0,0,4,0,2,53,2,1,0,0,0,0,2,1,3,1,5,1,44,0,3,0,0,1,0,4,6,4,15,2,1,7,0,1,0,1,12,0,5,0,0,3,5,70,4,2,0,0,5,0,0,0,0,13,0,6,11,5,0,416,8,1,0,0,4,17,0,0,9,0,0,72,6,0,0,9,0,7,0,0,0,22,0,0,2,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,34,0,1,96,3,1,0,3,9,0,0,3,9,0,1,14,95,0,5,0,0,1,1,0,8,2,22,13,5,8,0,1,0,5,145,0,10,4,12,4,2,25,2,0,0,0,7,0,0,0,0,8,0,6,6,32,5,808
184,490111254121,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,3,0,0,0,3,18,0,0,13,0,0,62,8,0,0,6,0,9,0,0,0,27,0,0,7,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,24,0,0,98,3,0,0,4,9,1,1,1,9,0,1,14,66,0,0,0,5,1,1,0,3,1,11,6,2,7,0,0,1,6,93,0,9,0,9,3,0,25,2,0,0,0,4,0,0,1,0,4,0,7,0,20,2,648
185,490111254122,0,0,1,0,1,11,0,0,2,0,0,11,5,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,10,0,0,29,0,1,0,0,0,0,1,1,1,0,0,3,8,0,1,0,0,3,0,1,1,1,4,2,2,0,0,0,0,1,2,0,1,0,1,1,1,18,0,0,0,0,0,0,0,0,0,1,0,1,4,1,2,157,5,0,0,0,6,21,0,0,13,0,0,77,9,0,0,8,0,13,0,0,0,17,0,0,5,1,0,0,1,3,0,0,1,0,0,6,0,0,0,0,44,0,1,125,7,4,0,6,9,1,0,3,11,1,2,12,74,0,7,0,0,0,4,1,3,2,15,10,2,10,1,0,0,6,109,0,5,2,16,5,3,33,2,3,0,0,3,0,0,0,0,7,0,10,4,31,0,808
186,490111254131,1,0,0,0,5,18,0,0,9,0,1,63,37,0,1,2,0,1,0,1,0,11,0,0,4,2,0,0,1,4,1,4,1,0,1,1,7,0,0,0,21,0,1,97,2,0,1,0,2,1,4,1,0,0,6,12,57,0,5,1,1,2,0,2,9,2,51,11,3,11,1,2,1,3,19,0,10,1,3,5,3,82,5,6,1,0,9,0,0,1,1,15,0,9,19,7,2,749,5,0,0,0,1,21,0,0,21,0,0,93,17,0,0,9,0,8,1,0,0,36,0,0,1,0,0,0,0,1,0,3,1,0,0,6,0,0,0,0,54,0,1,172,9,0,0,8,19,0,2,2,18,0,2,10,118,0,6,0,1,0,1,0,8,0,16,22,3,11,0,1,4,11,171,0,14,4,16,5,6,40,11,4,0,0,3,0,0,3,0,12,1,9,8,41,8,1133
187,490111254132,1,0,0,0,3,9,0,0,12,0,0,35,16,0,0,1,0,1,0,0,0,5,0,0,1,5,0,0,1,0,0,0,0,0,0,0,3,1,0,0,14,0,1,51,0,0,0,2,1,2,0,0,1,1,1,3,24,1,3,0,1,0,0,0,4,1,18,9,1,6,0,2,1,0,5,0,7,0,0,2,5,40,2,2,0,0,5,0,0,2,0,2,0,2,15,0,1,363,6,1,0,1,3,31,0,0,20,0,0,94,6,0,0,9,0,11,0,0,0,34,0,0,9,1,0,0,0,1,0,0,2,1,0,4,0,0,0,0,35,0,0,174,4,0,3,9,20,1,0,2,15,0,4,21,119,0,11,1,2,0,2,1,7,5,28,20,3,17,2,0,1,12,171,0,18,4,18,9,2,48,10,5,2,0,9,0,0,5,0,4,2,7,8,31,13,1170
188,490111254141,1,0,1,0,1,5,0,0,4,0,0,29,13,0,1,0,0,0,0,0,0,6,0,0,1,4,0,0,1,4,0,1,0,0,1,2,5,0,0,0,1,0,0,42,3,0,0,0,0,0,1,0,0,0,2,3,13,0,0,0,0,3,0,0,1,2,11,2,3,0,0,1,0,0,1,0,6,2,0,1,3,31,0,1,0,0,2,0,0,1,0,6,0,3,8,0,2,245,3,0,0,0,1,10,0,0,15,0,1,102,11,0,0,6,0,19,0,0,0,33,0,0,5,1,0,0,0,2,0,2,2,0,0,2,1,1,0,0,35,1,0,149,3,3,0,4,10,1,0,1,17,1,5,20,100,0,7,0,1,0,1,1,2,9,10,18,3,14,0,0,2,8,163,0,8,3,15,4,2,21,9,6,1,1,7,0,0,1,1,3,0,4,3,32,10,984
