fakeid,GEOID,AFK_h,ALA_h,ALP_h,BDL_h,BGM_h,BNT_h,BRT_h,CDF_h,CEN_h,CHA_h,CHL_h,CLF_h,CLI_h,CMT_h,COA_h,CWH_h,DAN_h,DRA_h,EAG_h,ELK_h,EMT_h,FAR_h,FCS_h,FFD_h,FRR_h,FTH_h,GLA_h,GOS_h,GRL_h,HAR_h,HDT_h,HEB_h,HER_h,HGH_h,HNF_h,HOL_h,HOO_h,HVL_h,IND_h,INT_h,KAY_h,KMS_h,KMT_h,LAY_h,LEH_h,LIN_h,MAP_h,MID_h,MLC_h,MMT_h,MRG_h,MSL_h,MUR_h,MWY_h,NOG_h,NSL_h,OGD_h,OKL_h,ORM_h,PAY_h,PGR_h,PLN_h,PRK_h,PRY_h,PVO_h,PVW_h,ROY_h,RVD_h,RVT_h,SAN_h,SAQ_h,SAR_h,SFK_h,SJC_h,SLC_h,SLM_h,SOG_h,SPV_h,SSL_h,SUN_h,SWE_h,SYR_h,TAY_h,TOO_h,UIN_h,VIN_h,WAT_h,WBG_h,WDL_h,WEB_h,WHT_h,WHV_h,WIL_h,WJC_h,WPT_h,WVC_h,WXC_h,TTL_h,AFK_w,ALA_w,ALP_w,BDL_w,BGM_w,BNT_w,BRT_w,CDF_w,CEN_w,CHA_w,CHL_w,CLF_w,CLI_w,CMT_w,COA_w,CWH_w,DAN_w,DRA_w,EAG_w,ELK_w,EMT_w,FAR_w,FCS_w,FFD_w,FRR_w,FTH_w,GLA_w,GOS_w,GRL_w,HAR_w,HDT_w,HEB_w,HER_w,HGH_w,HNF_w,HOL_w,HOO_w,HVL_w,IND_w,INT_w,KAY_w,KMS_w,KMT_w,LAY_w,LEH_w,LIN_w,MAP_w,MID_w,MLC_w,MMT_w,MRG_w,MSL_w,MUR_w,MWY_w,NOG_w,NSL_w,OGD_w,OKL_w,ORM_w,PAY_w,PGR_w,PLN_w,PRK_w,PRY_w,PVO_w,PVW_w,ROY_w,RVD_w,RVT_w,SAN_w,SAQ_w,SAR_w,SFK_w,SJC_w,SLC_w,SLM_w,SOG_w,SPV_w,SSL_w,SUN_w,SWE_w,SYR_w,TAY_w,TOO_w,UIN_w,VIN_w,WAT_w,WBG_w,WDL_w,WEB_w,WHT_w,WHV_w,WIL_w,WJC_w,WPT_w,WVC_w,WXC_w,TTL_w
855,490351128311,40,0,20,53,6,13,0,1,3,0,8,2,2,1,0,16,0,149,60,3,0,5,2,0,2,0,1,1,0,1,0,1,71,23,0,32,2,0,0,0,6,0,18,7,105,10,5,29,33,12,2,0,41,1,1,6,11,0,63,3,47,0,3,0,15,1,2,0,97,139,3,42,16,91,54,5,2,4,4,0,1,5,52,7,0,0,2,0,2,0,8,3,0,121,0,65,5,1819,13,2,5,4,0,2,0,0,2,0,0,3,0,0,0,25,0,115,0,0,0,4,0,0,0,0,1,0,1,1,0,1,3,0,0,9,0,0,0,0,1,0,1,7,22,5,0,10,35,1,0,0,48,0,0,1,6,0,21,0,8,0,2,0,13,0,2,0,12,72,0,3,3,36,150,0,0,1,19,0,0,3,12,1,0,1,0,0,0,0,0,0,0,18,0,30,0,757
856,490351128312,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,24,6,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,5,0,0,0,0,1,0,1,0,6,0,1,5,3,0,0,0,1,0,0,0,0,0,6,0,2,0,1,0,1,0,0,0,11,8,0,7,3,7,2,0,0,1,3,0,0,0,6,1,0,0,0,0,0,0,1,0,0,11,0,8,0,157,18,5,8,11,0,4,0,0,0,0,0,3,1,0,1,37,0,162,1,0,0,4,0,0,2,0,0,0,1,1,0,3,5,3,0,15,0,0,0,0,2,0,8,8,56,11,0,21,43,0,0,0,42,0,0,3,13,0,25,0,6,0,4,0,23,0,0,1,21,102,0,3,4,68,179,0,0,4,36,0,1,0,14,0,0,0,0,0,0,2,0,0,0,34,0,63,2,1115
857,490351129041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,11,0,10,0,44,4,0,1,7,0,2,0,0,1,0,0,2,0,0,0,7,0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,3,0,0,0,0,0,1,3,8,6,2,0,15,18,4,0,0,30,0,0,7,5,0,5,0,0,0,1,0,4,0,0,2,7,22,0,0,2,16,114,0,1,1,26,0,0,0,17,4,0,0,1,0,0,0,0,0,0,36,0,43,0,469
858,490351129042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,9,5,0,0,6,1,5,0,0,1,0,0,2,0,0,1,10,0,38,0,1,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,4,0,0,0,0,2,1,5,7,13,3,0,14,36,4,0,0,48,0,0,10,6,0,6,2,5,0,3,0,9,1,3,2,18,43,0,1,0,25,201,0,2,3,40,0,0,0,28,4,0,0,1,0,0,1,0,1,0,60,0,68,3,788
859,490351129043,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,10,1,0,0,0,3,1,0,0,0,6,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,1,3,0,0,2,7,11,2,0,2,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,19,0,20,0,133,7,2,0,9,1,1,0,0,0,0,0,1,0,0,0,8,0,37,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,0,0,4,0,0,0,0,2,0,7,9,4,0,1,20,24,4,0,0,32,0,0,11,4,0,10,0,2,0,2,0,7,0,0,2,13,43,0,0,1,41,173,1,1,3,42,0,0,1,32,2,0,0,0,0,0,1,0,0,0,83,0,83,1,767
860,490351129044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,0,3,0,24,4,1,0,0,1,1,0,0,2,0,1,3,1,0,0,7,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,0,4,0,0,0,0,2,0,4,2,8,0,0,9,26,1,0,0,29,0,0,8,3,0,6,3,3,0,0,0,7,0,1,2,5,28,0,1,1,17,115,0,1,1,23,0,0,4,21,0,0,0,0,0,0,2,1,0,0,32,0,55,2,504
861,490351129045,1,0,0,3,0,2,0,0,1,0,1,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,2,1,0,0,0,0,0,10,5,0,0,0,4,6,4,0,0,10,1,3,0,3,0,1,1,1,0,0,0,4,1,0,0,3,10,1,2,0,6,21,0,1,3,0,0,0,0,19,1,0,0,0,0,0,0,2,0,1,25,0,41,1,229,4,1,2,5,2,1,0,0,2,1,0,3,1,1,1,15,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,14,0,0,0,0,2,0,4,2,14,2,1,24,26,3,0,0,52,0,0,9,6,0,10,0,3,0,2,0,12,0,1,3,20,55,0,0,0,38,187,0,1,4,36,0,0,4,29,1,0,0,0,0,0,1,0,2,0,72,0,82,1,817
862,490351129051,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,7,0,56,8,0,2,4,0,2,0,0,2,0,1,0,0,0,0,16,0,28,0,0,0,2,0,0,0,0,0,0,1,0,0,1,3,0,0,5,0,0,0,0,2,0,11,5,10,6,1,22,33,1,1,0,50,0,0,12,15,0,12,1,1,0,1,0,10,1,1,3,5,35,0,1,4,29,198,0,3,1,26,0,0,0,38,2,0,0,0,0,0,0,0,0,0,58,0,71,2,766
863,490351129052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,1,0,1,4,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,15,0,2,0,53,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,18,1,0,0,0,0,0,0,0,1,0,0,0,0,3,5,1,0,4,0,0,0,0,4,0,6,1,5,4,0,15,16,1,0,0,31,0,0,1,3,0,8,1,3,0,1,0,4,0,0,2,4,28,0,1,3,27,120,1,0,1,18,0,0,0,30,2,0,0,1,0,0,0,0,0,0,35,0,33,1,477
864,490351129053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,1,2,0,0,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,0,6,0,92,8,1,3,5,0,5,0,0,2,0,0,0,3,0,0,27,0,35,3,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,0,13,0,0,0,0,2,1,10,6,20,2,0,28,52,3,0,0,64,1,0,6,15,0,23,0,4,0,5,0,15,0,1,2,16,55,0,1,1,45,293,0,2,5,40,0,1,0,73,4,0,0,2,0,0,0,0,1,0,91,0,99,2,1149
865,490351129071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,9,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,14,0,5,0,71,10,2,3,3,5,4,0,0,1,0,0,4,0,0,0,17,0,54,1,0,0,1,0,0,0,0,0,0,2,1,0,0,5,2,0,11,0,0,0,0,0,0,6,8,13,2,0,21,41,4,0,0,68,0,0,6,6,0,13,2,3,0,1,0,14,0,2,3,13,61,0,3,3,40,186,0,2,0,29,0,0,0,21,6,0,1,0,0,0,1,0,0,0,68,1,70,2,871
866,490351129072,9,0,2,10,3,15,0,0,2,0,1,8,2,0,0,26,2,19,22,2,1,11,0,0,0,2,0,0,3,1,0,2,25,1,0,12,3,0,0,0,10,0,37,8,29,2,2,27,31,20,1,0,44,0,1,5,4,2,21,3,7,0,1,1,14,3,4,4,36,55,3,14,2,52,109,3,1,1,23,1,3,6,81,26,0,0,1,0,0,1,1,0,0,239,2,117,7,1312,8,1,0,2,0,2,0,0,1,0,0,2,2,0,0,11,0,40,1,0,0,3,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,2,0,7,4,11,1,0,21,32,4,0,1,57,0,0,4,5,0,7,0,3,0,0,0,13,0,1,1,14,57,0,4,1,38,204,0,2,2,26,0,0,0,29,0,0,0,0,0,0,1,0,0,0,85,0,66,0,813
867,490351129073,4,1,4,7,2,4,0,1,2,0,0,1,2,0,0,6,0,26,5,1,0,4,0,0,2,3,0,0,0,0,0,0,27,4,0,8,2,0,0,0,5,0,29,5,12,2,2,29,18,15,0,0,29,1,1,2,4,0,12,1,4,1,1,0,1,1,3,0,36,58,0,10,2,56,63,0,1,3,10,0,1,1,40,20,0,0,0,0,0,0,1,2,0,128,1,68,0,840,9,2,1,1,0,1,0,0,1,0,0,2,1,0,0,16,0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,10,0,0,0,0,0,0,4,2,11,2,0,22,27,4,0,0,36,0,0,6,6,0,16,0,0,1,1,0,8,1,0,2,4,47,0,2,2,42,154,0,1,0,25,0,0,0,16,1,0,1,0,0,0,3,2,0,0,61,0,50,2,659
868,490351129121,14,1,7,12,12,23,0,0,5,0,3,19,8,2,0,28,0,62,45,5,1,13,1,0,2,0,1,0,7,3,1,6,74,8,0,31,0,0,0,0,15,1,139,30,66,7,4,75,61,91,1,0,69,2,10,13,31,0,51,21,27,3,3,4,34,6,14,3,86,148,3,24,33,152,196,4,11,35,47,3,2,12,167,52,0,0,4,0,0,0,11,1,4,483,2,279,3,3186,5,0,0,6,1,1,0,0,1,0,0,1,0,0,0,17,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,0,0,4,0,0,0,0,2,0,3,4,8,2,0,21,42,2,0,0,33,0,0,5,6,1,11,0,2,0,1,0,9,0,0,2,10,38,0,1,1,26,148,1,0,1,27,0,1,1,19,4,0,0,0,0,0,0,0,0,0,58,0,75,3,651
869,490351129122,2,0,2,2,3,4,0,1,0,0,0,2,0,1,0,2,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,18,3,0,3,0,0,0,0,1,0,13,4,6,0,1,14,11,7,0,0,5,0,0,0,3,0,8,2,1,0,0,0,1,0,1,1,20,15,0,4,2,25,16,0,1,3,5,1,0,1,18,6,0,0,0,0,0,0,3,0,0,84,0,25,2,382,3,0,1,3,0,0,0,0,1,0,0,3,1,0,0,22,0,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,10,8,10,1,1,27,47,3,0,0,48,1,0,4,5,0,9,1,1,0,2,0,8,1,0,0,16,54,0,4,2,44,146,1,0,1,39,0,0,0,24,5,0,1,1,0,0,0,1,1,0,76,0,68,3,791
870,490351129131,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,2,0,2,2,3,0,0,5,1,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,7,8,0,2,0,25,6,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,2,1,1,67,1,14,0,187,6,0,1,6,1,3,0,0,1,0,0,1,0,0,1,24,0,29,1,0,0,3,0,0,0,0,0,0,0,0,0,2,5,1,0,12,0,0,0,0,1,2,5,4,13,3,0,18,30,4,1,1,47,1,0,8,8,0,11,2,3,0,3,0,9,0,0,0,16,64,0,2,2,36,177,0,0,0,36,0,0,0,41,2,0,0,1,0,0,0,0,0,0,86,0,76,2,841
871,490351129132,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,5,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,6,0,0,0,0,1,0,5,2,3,0,1,3,6,2,0,0,6,0,0,0,1,0,1,0,1,0,0,1,3,0,1,0,16,10,0,2,2,24,16,0,0,2,4,0,1,1,12,2,0,0,0,0,0,0,2,0,0,76,0,18,1,276,10,1,1,6,0,5,0,0,3,0,0,3,0,0,0,34,0,51,2,0,0,0,0,0,0,0,0,0,0,2,0,2,17,1,0,16,0,0,0,0,2,0,10,8,20,3,1,33,47,0,0,0,80,0,0,16,10,1,19,2,2,0,2,0,16,0,1,4,31,91,0,4,0,67,295,0,1,2,55,0,0,0,42,5,0,1,1,0,0,0,0,0,0,178,0,114,2,1357
872,490351129133,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,3,4,1,0,0,3,3,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,17,0,6,0,70,6,1,1,2,0,1,0,0,2,0,0,1,0,0,0,13,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,0,2,2,6,3,0,10,30,3,0,0,30,0,0,7,1,0,4,0,0,0,1,0,4,0,0,1,16,45,0,2,4,31,136,0,1,1,23,0,0,0,20,3,0,0,0,0,0,0,0,0,0,44,0,69,2,573
873,490351129141,0,0,3,4,4,6,0,0,3,0,0,1,1,0,0,7,0,10,2,2,0,3,0,0,0,1,0,0,1,0,0,1,11,0,0,5,0,0,0,0,4,0,13,8,4,2,0,11,10,11,1,1,5,1,0,1,1,0,6,0,1,0,1,0,1,0,1,0,10,26,0,1,2,27,28,0,0,5,5,1,1,4,28,7,0,0,0,0,0,1,1,2,0,60,1,35,1,404,5,1,0,0,2,2,0,0,0,0,0,2,0,0,0,22,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,9,0,0,0,0,2,0,4,4,13,0,0,18,30,3,0,1,30,0,0,3,1,0,14,0,1,0,1,0,8,0,0,1,6,41,0,0,0,29,146,0,0,1,24,0,0,2,33,1,0,0,0,0,0,0,0,0,0,53,0,56,3,637
874,490351129142,0,0,2,3,1,0,0,0,1,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,5,0,0,0,0,1,5,6,0,0,6,1,0,1,0,0,2,0,1,0,1,0,0,0,1,0,3,8,0,5,1,6,12,0,0,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,18,0,17,1,144,17,0,1,5,0,1,0,0,1,0,0,1,1,0,0,28,0,51,1,0,0,1,0,0,1,0,0,0,2,0,0,0,4,3,0,12,0,0,0,0,0,1,4,8,21,2,0,32,76,3,0,0,50,0,0,9,11,0,16,1,6,0,3,0,9,0,0,1,13,73,0,4,1,52,244,0,2,1,35,0,0,2,36,6,0,0,0,0,0,1,0,1,0,86,0,84,1,1052
875,490351129143,0,0,2,2,0,3,0,0,2,0,0,3,0,0,0,9,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,6,0,0,0,0,1,0,4,5,7,0,0,4,9,8,0,0,9,0,2,1,1,0,7,1,1,0,0,0,5,1,1,0,4,21,0,1,1,16,15,0,0,4,4,0,0,2,25,1,0,0,0,0,0,0,0,0,0,41,0,30,1,288,5,1,0,4,0,2,0,0,1,0,0,1,0,0,0,25,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0,8,0,0,0,0,1,0,2,10,13,1,0,28,53,6,1,0,63,0,0,8,4,0,5,0,4,0,4,0,16,0,0,3,9,60,0,2,0,41,195,0,1,1,31,0,0,2,24,2,0,0,0,0,0,1,0,0,0,67,1,69,4,853
876,490351129144,1,1,1,3,0,4,0,0,0,1,2,1,2,0,0,9,0,8,7,0,0,2,0,0,3,1,1,0,1,1,0,4,11,2,0,7,0,0,0,0,1,0,14,6,4,0,0,8,21,10,1,1,16,0,0,1,4,0,3,1,6,0,1,1,4,1,1,2,28,38,1,6,4,27,18,2,0,6,11,1,0,1,25,4,0,0,0,0,1,2,2,2,1,78,0,34,2,489,8,1,0,3,0,7,0,0,4,0,1,1,1,0,0,18,0,49,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,6,0,0,0,0,1,0,11,6,19,1,0,24,45,3,0,0,64,0,0,8,2,1,7,2,2,0,0,0,13,0,0,1,17,55,0,3,6,35,220,0,1,2,28,0,0,1,40,7,0,2,0,0,0,0,0,0,0,71,0,91,3,924
877,490351129161,2,0,0,9,0,4,0,0,0,0,0,1,0,0,0,1,0,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,1,0,7,4,6,0,0,9,4,6,0,0,8,0,2,1,3,0,7,0,4,0,0,1,2,0,0,0,20,10,0,1,1,27,18,0,2,6,1,0,0,0,20,4,0,0,0,0,0,0,0,0,0,71,1,21,0,325,5,1,0,6,1,3,0,0,0,0,1,3,2,0,0,12,0,47,0,0,0,5,0,0,1,1,0,0,1,0,0,1,9,1,0,6,0,0,0,0,0,0,6,16,11,3,0,20,33,2,0,0,56,1,0,12,6,0,16,2,1,0,0,0,13,0,1,1,22,68,0,3,3,52,229,0,0,4,33,0,0,2,24,1,0,0,0,0,0,1,0,0,0,97,0,78,3,956
878,490351129162,1,0,0,7,3,3,0,0,0,0,2,2,0,0,0,1,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,2,5,1,0,4,0,0,0,0,1,0,24,4,7,0,3,12,10,11,0,0,7,0,0,0,0,0,6,0,2,0,0,1,2,0,0,1,10,14,0,7,3,19,16,0,0,5,2,0,0,0,12,7,0,0,0,0,0,1,0,1,0,52,1,32,0,328,9,0,1,1,1,5,1,0,1,0,0,0,0,0,0,14,0,32,1,0,0,2,0,0,1,0,0,0,1,0,0,0,5,0,0,7,0,0,0,0,0,0,2,6,4,3,0,26,21,2,0,0,31,0,0,5,6,0,10,0,3,0,1,1,6,0,0,3,17,68,0,0,1,33,144,1,1,2,25,0,0,0,15,4,0,0,0,0,0,0,0,1,0,73,0,67,2,682
879,490351129163,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,4,1,3,0,1,0,1,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,17,11,0,1,0,17,5,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,37,1,5,0,148,1,1,0,1,2,0,0,0,1,0,1,3,2,1,0,9,0,44,0,0,0,1,0,0,0,0,0,0,1,0,0,2,9,2,0,5,0,0,0,0,0,0,5,2,8,3,0,17,24,3,0,0,34,0,1,6,3,0,7,1,4,0,2,0,7,0,0,3,22,47,0,1,2,35,161,0,2,1,29,0,0,0,20,1,0,0,0,0,0,1,0,1,0,90,0,65,1,724
880,490351129171,1,0,3,16,0,3,0,1,0,0,0,3,1,1,0,11,0,23,18,1,0,3,1,1,0,2,0,0,2,0,1,1,43,8,0,8,3,1,0,0,10,0,19,7,19,1,2,18,14,16,0,0,17,0,1,1,6,1,7,0,2,0,1,0,10,0,4,0,59,43,1,19,10,69,38,5,2,8,4,0,1,3,47,7,0,0,0,0,1,0,5,0,1,212,0,53,1,952,8,1,0,8,2,2,0,0,1,0,0,2,0,0,0,15,0,60,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,10,0,0,0,0,3,0,8,4,23,1,0,38,48,2,0,0,62,0,1,4,8,0,13,2,2,0,1,0,7,0,5,1,20,64,0,1,2,80,214,1,1,1,36,0,0,2,29,3,0,0,0,0,0,1,2,1,0,119,0,87,5,1035
881,490351129172,1,0,0,8,2,3,0,0,1,0,2,4,2,1,0,10,0,13,8,1,0,1,0,0,0,1,0,1,6,0,0,2,25,2,0,2,2,0,0,0,2,0,13,1,9,1,0,14,18,12,1,0,10,0,0,1,1,1,1,0,3,0,1,0,6,0,2,1,38,27,2,4,5,42,19,1,1,2,2,0,1,0,27,2,0,0,2,0,0,0,2,1,1,142,0,22,3,586,15,1,1,7,0,4,0,0,2,0,1,1,1,0,0,30,0,70,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5,0,0,8,0,0,0,0,3,0,7,6,23,4,0,39,47,1,0,0,81,0,0,12,12,0,7,1,3,0,1,0,16,0,1,2,16,94,0,3,3,80,290,1,2,2,45,1,0,0,38,3,0,0,1,0,0,1,0,0,0,181,0,135,4,1341
882,490351129181,8,0,1,17,6,9,0,2,1,0,3,4,4,2,1,22,0,54,27,0,0,4,1,0,0,2,0,0,10,0,0,7,71,7,0,20,1,0,0,0,10,0,62,16,23,1,2,49,39,22,0,0,48,1,2,5,22,0,28,7,5,3,2,0,19,1,9,1,74,80,7,12,8,93,99,0,2,15,10,0,2,6,81,22,0,0,2,1,2,3,5,2,0,249,2,122,3,1676,2,4,0,7,1,4,0,0,1,0,1,2,1,0,0,32,0,79,3,0,0,2,0,1,0,0,0,0,1,0,0,1,6,1,0,18,0,0,0,0,2,0,10,6,21,6,0,32,51,0,1,0,80,0,1,10,9,0,15,2,6,0,2,0,16,0,0,5,22,103,0,0,3,78,250,2,5,1,44,0,0,4,46,3,0,0,1,0,0,2,2,1,0,108,0,107,3,1262
883,490351129182,0,0,0,2,1,2,0,0,2,0,1,2,3,0,0,3,0,12,11,0,0,1,0,0,0,0,0,0,0,0,0,1,17,0,0,4,2,0,0,0,0,1,12,5,3,1,1,9,8,3,0,0,4,1,0,1,5,0,3,1,3,0,0,0,1,1,1,0,17,19,1,6,1,19,30,0,1,3,3,0,0,2,15,5,0,0,0,0,0,0,3,3,0,59,0,19,3,358,10,2,1,3,1,0,0,0,3,0,0,2,0,0,1,22,0,42,3,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,10,0,0,0,0,1,0,9,3,6,2,0,23,29,1,0,0,31,1,0,7,10,0,8,0,4,0,4,1,8,0,3,1,12,58,0,0,1,40,179,0,0,0,20,0,0,3,27,3,0,0,0,0,0,1,0,1,0,79,0,48,3,747
884,490351129183,12,0,3,43,2,9,0,1,3,1,1,9,4,0,1,28,0,48,32,0,0,4,0,0,0,2,4,1,1,1,0,5,67,8,0,21,3,0,0,0,4,0,88,13,39,1,1,52,21,45,1,0,43,2,4,6,12,0,39,10,16,1,0,1,26,1,4,1,114,114,3,30,16,120,97,4,5,7,17,0,3,7,99,20,0,0,3,0,0,2,11,2,1,349,3,136,5,2005,9,2,1,3,2,2,0,1,0,0,0,0,1,0,0,24,0,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,11,1,0,0,0,3,0,4,9,14,4,0,20,30,1,0,0,48,0,0,10,6,0,8,1,1,0,0,0,10,0,1,0,15,68,0,1,3,49,165,0,0,0,21,0,0,0,33,2,0,1,0,0,0,1,0,1,0,77,0,50,0,794
885,490351129201,1,0,2,6,0,5,0,0,1,0,3,0,1,1,0,9,0,8,6,0,0,1,0,0,0,0,0,1,0,0,0,2,8,1,0,4,0,0,0,0,1,0,13,5,4,2,2,13,15,5,0,0,6,0,0,2,4,0,6,2,3,0,0,0,5,0,2,0,16,20,4,4,0,38,21,0,0,3,0,0,0,1,18,8,0,0,0,0,0,1,1,0,0,77,0,24,0,407,10,0,2,6,0,2,0,0,3,0,0,1,0,0,0,32,0,53,0,0,0,0,0,0,1,0,0,0,2,1,0,1,6,2,0,4,0,0,0,0,2,0,8,4,13,7,1,27,44,4,0,0,52,1,0,9,7,0,12,0,1,0,2,0,4,0,2,1,14,83,1,3,1,45,192,0,1,1,29,0,1,0,35,1,0,0,0,0,0,0,1,0,0,115,0,73,0,948
886,490351129202,2,0,3,6,1,5,0,0,0,0,3,4,2,0,0,9,0,14,18,1,1,0,1,0,0,0,0,0,0,0,0,5,29,6,0,7,0,0,0,0,6,0,23,4,14,0,4,23,26,19,0,0,26,1,3,2,6,0,12,1,5,0,1,3,7,2,4,0,59,64,3,12,4,63,68,1,2,6,4,1,1,2,33,21,0,0,1,0,1,1,5,2,1,163,2,63,2,944,9,0,0,13,1,5,0,0,1,0,0,6,0,0,0,40,0,83,1,0,0,3,0,0,1,1,0,0,1,0,0,0,11,4,0,19,0,0,0,0,0,0,7,2,26,8,0,42,72,2,0,0,76,0,3,9,11,0,18,2,4,0,4,0,18,0,2,5,31,101,0,5,4,100,280,0,1,3,53,0,0,1,30,4,0,1,2,0,0,3,1,0,0,154,0,127,2,1455
