tract,fakeid,AFK_x,ALA_x,ALP_x,BDL_x,BDL_x.1,BGM_x,BNT_x,BRT_x,CDF_x,CEN_x,CHA_x,CHL_x,CLF_x,CLI_x,CMT_x,COA_x,CWH_x,DAN_x,DRA_x,DRA_x.1,EAG_x,ELK_x,EMT_x,FAR_x,FCS_x,FFD_x,FRR_x,FTH_x,GLA_x,GOS_x,GRL_x,HAR_x,HDT_x,HDT_x.1,HEB_x,HER_x,HGH_x,HNF_x,HOL_x,HOO_x,HVL_x,IND_x,INT_x,KAY_x,KMS_x,KMT_x,LAY_x,LEH_x,LIN_x,MAP_x,MID_x,MLC_x,MMT_x,MRG_x,MSL_x,MUR_x,MWY_x,NOG_x,NSL_x,OGD_x,OKL_x,ORM_x,PAY_x,PGR_x,PLN_x,PRK_x,PRK_x.1,PRY_x,PVO_x,PVW_x,ROY_x,RVD_x,RVT_x,SAN_x,SAQ_x,SAR_x,SFK_x,SJC_x,SLC_x,SLM_x,SOG_x,SPV_x,SSL_x,SUN_x,SWE_x,SYR_x,TAY_x,TOO_x,UIN_x,VIN_x,WAT_x,WBG_x,WDL_x,WEB_x,WHT_x,WHV_x,WIL_x,WJC_x,WPT_x,WVC_x,WXC_x,TTL_x,AFK_y,ALA_y,ALP_y,BDL_y,BDL_y.1,BGM_y,BNT_y,BRT_y,CDF_y,CEN_y,CHA_y,CHL_y,CLF_y,CLI_y,CMT_y,COA_y,CWH_y,DAN_y,DRA_y,DRA_y.1,EAG_y,ELK_y,EMT_y,FAR_y,FCS_y,FFD_y,FRR_y,FTH_y,GLA_y,GOS_y,GRL_y,HAR_y,HDT_y,HDT_y.1,HEB_y,HER_y,HGH_y,HNF_y,HOL_y,HOO_y,HVL_y,IND_y,INT_y,KAY_y,KMS_y,KMT_y,LAY_y,LEH_y,LIN_y,MAP_y,MID_y,MLC_y,MMT_y,MRG_y,MSL_y,MUR_y,MWY_y,NOG_y,NSL_y,OGD_y,OKL_y,ORM_y,PAY_y,PGR_y,PLN_y,PRK_y,PRK_y.1,PRY_y,PVO_y,PVW_y,ROY_y,RVD_y,RVT_y,SAN_y,SAQ_y,SAR_y,SFK_y,SJC_y,SLC_y,SLM_y,SOG_y,SPV_y,SSL_y,SUN_y,SWE_y,SYR_y,TAY_y,TOO_y,UIN_y,VIN_y,WAT_y,WBG_y,WDL_y,WEB_y,WHT_y,WHV_y,WIL_y,WJC_y,WPT_y,WVC_y,WXC_y,TTL_y
49049003302,3095,9,0,1,2,2,4,1,0,1,2,1,4,1,0,0,1,0,0,3,3,11,35,0,1,0,0,0,0,9,6,2,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,1,22,4,66,1,2,0,0,0,2,1,2,1,3,0,37,115,12,0,0,0,2,93,1,1,1,4,6,66,6,431,5,3,94,1,139,1,0,0,2,0,4,0,0,3,0,10,0,0,1,0,6,0,5,1,1424,32,0,1,6,6,0,6,0,0,3,1,1,4,0,0,0,5,0,26,26,5,3,0,2,0,0,0,0,0,0,0,0,0,0,1,3,8,0,2,0,0,0,0,1,0,1,5,57,32,19,6,13,1,1,1,29,1,0,5,8,0,175,48,22,0,2,2,0,239,0,0,3,4,27,3,4,284,12,94,26,0,99,25,0,0,2,11,4,1,1,1,0,1,1,0,1,0,14,1,35,1,1512
49049003401,4650,9,0,1,0,0,2,3,0,0,1,0,0,2,0,0,1,0,2,2,2,15,30,0,1,0,0,0,0,17,11,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,3,16,3,20,3,0,0,1,0,2,0,1,0,8,0,26,257,6,0,1,1,1,60,0,3,1,2,6,97,7,176,6,4,65,2,84,0,0,0,3,5,6,0,0,0,1,9,0,0,0,0,8,0,4,2,1174,52,0,1,3,3,1,7,0,2,3,0,0,5,0,0,1,5,1,23,23,3,1,0,3,0,0,1,0,7,1,1,0,0,0,11,4,4,0,1,0,0,0,0,2,0,2,14,69,43,15,11,25,3,0,1,25,1,0,7,12,0,164,285,21,0,5,5,1,232,0,2,2,7,33,15,6,175,15,133,31,4,133,23,0,1,4,16,5,0,8,0,0,0,0,0,0,0,28,1,48,3,1923
49049003403,6214,9,0,5,3,3,8,8,0,0,2,0,6,4,1,0,0,5,0,9,9,27,16,0,3,1,0,0,1,11,11,4,0,2,2,5,8,11,0,4,1,0,1,0,4,0,11,5,23,3,15,2,4,0,1,1,9,4,1,2,13,2,37,261,21,1,0,0,1,57,1,8,0,9,16,120,20,111,14,20,37,3,72,4,0,0,1,13,27,0,0,2,0,5,0,1,1,1,9,2,13,2,1414,58,0,7,6,6,3,2,0,0,2,2,1,4,0,0,0,13,0,65,65,5,4,0,5,0,0,1,1,2,1,1,0,0,0,7,4,2,0,8,0,0,0,0,2,0,1,13,110,43,23,23,31,0,0,0,34,1,0,13,25,0,192,398,29,0,1,1,0,375,1,2,4,9,41,24,7,238,21,162,46,2,188,22,1,0,0,14,9,0,9,1,0,4,1,0,1,0,39,0,62,1,2620
49049003404,3113,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,1,0,5,2,9,0,0,0,0,0,0,1,0,1,2,0,8,104,3,1,0,0,0,10,0,0,0,0,0,29,3,26,0,3,21,1,20,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,312,20,0,2,4,4,0,2,0,0,3,0,0,0,1,0,0,7,2,27,27,4,3,0,1,0,0,0,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,3,1,2,7,44,35,13,3,8,0,0,0,22,2,0,12,8,1,103,193,14,0,4,4,0,163,0,1,0,7,21,20,6,113,10,90,41,4,82,6,0,1,1,12,6,0,2,0,0,1,1,0,1,0,19,1,29,0,1269
49049003405,4677,4,0,2,0,0,3,1,0,0,1,0,2,2,3,0,0,0,0,3,3,4,12,0,0,0,0,0,0,10,6,0,1,0,0,2,2,6,0,1,0,0,0,0,5,0,5,3,14,2,19,1,4,1,0,0,1,1,2,0,1,1,29,219,6,0,1,1,2,25,0,1,0,1,8,65,8,85,5,7,35,1,28,1,2,0,0,2,2,0,0,0,0,6,0,0,1,0,7,0,2,0,781,42,2,2,3,3,1,6,0,0,3,1,1,3,0,0,0,5,1,37,37,3,2,0,1,0,1,1,0,4,2,1,0,0,0,10,5,1,0,4,0,0,0,0,1,0,0,9,83,45,13,8,15,0,0,2,22,1,0,16,17,0,168,299,27,0,4,4,0,249,0,2,10,6,32,24,10,193,21,137,39,3,130,15,0,0,0,6,4,0,3,0,2,4,2,0,2,0,18,0,38,1,1938
49049010107,6250,14,0,2,10,10,1,5,0,19,2,0,5,0,1,0,0,2,0,5,5,138,0,1,2,0,5,0,0,4,3,0,1,0,0,1,4,4,0,3,0,0,0,0,3,0,9,2,27,0,1,6,13,8,1,0,9,3,0,1,5,1,18,22,9,0,1,1,0,20,0,1,0,5,22,29,15,17,10,10,2,1,8,0,1,1,1,7,19,0,1,1,0,0,0,0,2,0,24,0,25,0,652,91,0,12,70,70,2,4,0,10,2,0,2,0,0,0,1,18,0,101,101,148,0,0,0,0,12,1,0,0,0,0,2,0,0,7,8,9,0,18,0,0,0,0,1,3,2,4,178,47,1,25,38,4,0,0,75,1,1,20,17,0,115,6,44,0,2,2,0,105,0,1,1,22,109,2,61,24,44,225,1,3,24,49,0,0,0,8,8,0,8,0,0,0,0,1,0,0,81,0,57,1,2055
49049010110,4698,24,0,5,3,3,0,3,0,0,1,0,4,0,0,0,0,1,0,10,10,13,2,0,0,0,0,0,2,0,0,1,1,0,0,1,3,12,0,1,0,0,0,0,1,0,6,1,97,5,9,8,3,2,0,0,3,0,0,0,4,0,35,5,17,0,0,0,1,34,1,1,0,8,10,0,36,16,11,7,3,0,6,2,0,0,0,2,2,0,0,0,0,1,0,1,0,0,12,0,10,1,476,96,0,18,17,17,2,3,0,0,1,0,0,1,0,0,0,24,0,64,64,7,0,0,1,0,0,0,0,0,0,2,0,0,0,4,6,9,0,12,0,0,0,0,1,0,5,1,260,47,0,19,29,3,0,0,54,0,0,9,5,0,118,5,44,0,9,9,0,100,0,2,1,10,54,1,24,20,51,173,2,0,18,27,0,0,1,20,3,0,1,0,0,0,2,0,0,0,35,0,62,1,1534
49049010114,4707,9,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,2,102,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,21,2,0,0,2,0,0,0,1,0,0,0,0,0,15,1,11,0,0,0,0,6,0,0,0,2,8,2,15,1,5,2,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,2,0,245,152,0,24,18,18,1,5,0,1,2,0,5,6,2,1,0,34,0,149,149,110,1,1,6,0,0,0,0,1,0,0,0,0,0,12,21,27,0,19,0,0,0,0,3,0,2,12,312,55,4,31,60,9,2,0,95,1,0,17,23,0,163,11,42,0,6,6,1,153,1,6,6,49,118,0,64,18,103,289,0,5,35,81,0,1,3,39,8,0,5,1,0,0,2,3,0,0,118,0,121,3,2803
49049010115,4716,4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,1,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,5,0,4,0,109,65,0,5,12,12,0,3,0,1,0,0,1,0,1,0,1,17,0,78,78,43,0,0,2,0,1,0,2,1,0,0,0,0,0,6,19,17,0,2,0,0,0,0,0,0,0,5,123,29,3,19,37,1,0,0,43,1,0,16,10,0,77,6,23,0,7,7,0,51,0,1,2,25,47,0,21,10,52,135,3,0,22,36,0,0,1,14,1,0,1,1,0,0,0,0,0,0,46,1,51,2,1254
49049010116,3149,4,0,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,2,2,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,5,1,9,4,0,2,1,0,0,0,0,1,0,0,0,0,20,1,6,0,0,0,0,6,0,0,0,1,4,1,83,2,7,2,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,0,4,1,213,109,2,4,11,11,2,1,0,0,1,0,1,1,0,0,0,34,0,66,66,27,1,0,1,0,0,0,0,0,0,0,0,0,0,5,11,9,0,9,0,0,0,0,0,0,4,3,193,43,2,28,34,2,0,0,48,0,1,16,10,0,121,6,39,0,4,4,0,109,0,1,2,30,69,2,96,14,65,198,3,2,15,25,0,1,0,23,8,0,3,1,0,1,1,0,0,0,53,0,69,0,1692
49049010117,4731,9,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,1,0,13,2,0,3,3,1,0,0,1,0,0,0,0,2,8,3,11,0,1,1,0,5,0,0,0,4,2,2,41,1,1,1,0,0,1,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,4,0,4,0,173,87,0,5,5,5,0,1,0,0,3,1,1,1,0,0,0,23,0,71,71,10,2,0,2,0,0,1,0,0,0,1,1,0,0,4,7,10,0,6,0,0,0,0,0,3,3,4,154,37,1,16,29,0,0,0,42,0,0,9,8,0,104,4,43,0,5,5,0,118,1,1,0,17,56,1,66,13,46,163,0,3,8,19,0,0,0,17,9,0,2,0,0,0,2,1,0,0,39,0,45,0,1373
49049010118,4740,10,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,6,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,3,0,4,0,0,0,0,1,2,0,0,8,3,2,2,3,2,0,0,0,0,0,0,0,0,13,1,7,0,0,0,0,3,0,1,0,3,4,1,42,4,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,176,115,0,5,8,8,2,3,0,0,3,0,5,2,0,0,1,29,0,95,95,6,0,0,3,0,1,0,0,0,0,1,0,0,0,10,8,14,0,8,0,0,0,0,1,1,4,5,256,54,2,18,41,2,0,0,52,1,1,7,12,1,142,7,48,0,8,8,0,135,0,3,4,29,86,1,98,14,55,191,2,1,22,33,0,0,0,20,6,0,8,0,0,0,3,1,1,0,50,0,70,1,1883
49049010119,4749,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,70,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,8,0,0,1,2,1,0,0,0,0,0,0,1,0,9,1,8,0,0,0,0,7,0,0,0,3,4,0,28,2,4,8,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,2,0,193,79,0,3,8,8,1,0,0,0,0,0,0,1,0,0,0,25,0,63,63,43,1,0,1,0,0,0,0,0,0,1,1,0,0,11,7,11,0,4,0,0,0,0,0,0,1,4,149,30,2,10,22,2,0,0,50,1,0,9,9,0,82,6,29,0,3,3,0,86,0,1,1,27,49,1,27,9,54,156,2,1,13,22,0,0,0,11,7,0,1,0,0,1,1,0,0,0,42,0,47,2,1276
49049010120,4758,2,0,6,2,2,0,0,0,0,1,0,3,0,0,0,0,1,1,2,2,97,0,0,3,0,0,0,0,0,0,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,1,0,26,1,0,0,3,2,0,0,0,1,0,0,1,0,14,1,5,0,1,1,0,3,0,0,0,1,3,2,23,2,5,8,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,7,0,259,204,0,19,27,27,1,6,0,3,5,0,6,4,1,0,0,45,0,183,183,129,2,0,6,0,0,0,0,0,0,2,4,0,0,12,20,20,0,18,0,0,0,0,3,1,1,13,382,95,4,41,58,2,0,0,65,0,0,26,25,0,243,13,83,0,11,11,0,207,1,5,5,48,133,0,94,23,130,366,2,3,28,68,0,1,3,35,9,0,3,3,0,1,2,2,2,0,98,0,119,4,3304
49049010121,3177,17,1,3,2,2,0,1,0,5,1,0,1,1,2,0,0,2,0,7,7,155,1,0,1,0,0,0,0,0,0,1,1,0,0,0,7,6,0,3,0,0,0,0,1,1,4,4,48,1,1,9,3,2,3,0,5,6,1,0,3,0,41,3,20,0,0,0,0,21,0,1,0,14,8,0,62,4,9,14,1,1,9,1,0,0,1,10,6,0,0,2,0,0,1,3,1,0,8,0,11,0,608,140,1,15,16,16,0,5,0,0,1,0,2,6,0,0,0,53,0,160,160,116,0,0,1,0,0,1,0,0,0,1,0,0,0,6,16,28,0,13,0,0,0,0,4,0,2,10,295,69,2,41,40,1,0,1,74,1,0,13,6,0,178,10,59,0,4,4,0,149,0,3,5,28,136,1,64,26,85,284,3,4,28,49,1,0,0,35,6,0,4,2,0,0,0,1,1,0,87,0,88,0,2593
49049010122,3181,10,0,2,3,3,2,2,0,1,0,0,5,2,0,1,0,5,0,2,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,2,1,0,0,0,1,0,3,1,31,5,0,7,1,2,0,0,5,3,1,0,1,0,43,1,18,0,1,1,0,9,0,3,0,6,9,0,25,3,4,11,0,1,2,3,0,0,0,2,0,0,0,1,0,0,0,2,0,0,10,0,8,0,410,150,0,13,25,25,1,2,0,2,3,0,5,5,0,0,1,34,0,158,158,98,0,0,1,0,1,1,1,0,0,0,0,0,0,6,10,28,0,13,0,0,0,0,4,0,3,12,282,73,0,39,43,1,0,0,59,0,0,14,12,1,207,9,68,0,8,8,0,138,1,3,3,40,102,1,60,28,92,318,5,1,22,48,1,0,2,36,7,1,6,0,0,0,1,1,0,0,99,1,100,4,2610
49049010123,4779,24,0,3,3,3,0,2,0,3,2,0,11,1,5,0,0,1,0,18,18,68,2,0,3,0,0,1,0,1,0,5,2,0,0,7,13,13,1,2,1,0,0,0,2,0,7,4,55,8,1,9,6,5,0,0,12,0,3,1,7,0,58,3,33,1,0,0,0,28,0,3,1,21,23,8,106,8,12,17,7,2,17,11,1,1,0,13,9,0,0,0,0,0,0,2,2,0,16,1,16,1,816,253,1,20,42,42,2,5,0,0,6,0,7,3,0,0,3,83,3,231,231,28,2,0,4,0,1,0,0,0,0,1,1,0,0,17,21,23,0,29,0,0,0,0,4,0,12,16,523,130,2,66,108,0,0,1,125,2,1,27,17,0,337,19,96,0,9,9,0,264,1,4,10,55,163,2,181,30,148,496,2,1,18,95,0,0,3,45,11,0,9,0,0,1,2,2,1,1,115,0,156,1,4246
49049010124,3191,8,0,1,2,2,1,0,0,1,1,0,1,0,0,1,0,3,0,4,4,43,1,0,0,0,0,0,1,0,0,2,1,0,0,1,11,8,0,1,0,0,1,0,0,0,2,2,25,5,0,4,1,2,0,0,4,0,1,0,4,0,21,5,11,1,0,0,0,20,0,2,0,6,13,2,63,7,15,11,4,0,5,5,0,0,2,4,2,0,0,1,0,3,1,1,1,0,22,0,5,1,420,16,0,1,5,5,0,1,0,0,0,0,0,0,0,0,0,4,0,18,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,54,7,0,6,5,0,0,0,8,1,0,1,3,0,31,1,9,0,1,1,0,21,0,1,1,8,13,0,19,4,14,33,1,1,3,4,0,0,0,6,0,0,1,0,0,0,1,0,0,0,13,0,19,0,356
49049010125,3195,50,0,15,5,5,3,4,0,7,0,0,18,3,2,0,0,6,0,16,16,174,0,0,0,0,1,0,0,2,0,2,0,0,0,5,23,19,0,4,0,0,0,0,2,0,12,4,140,24,0,5,8,4,0,0,9,0,1,1,5,0,91,11,53,0,0,0,0,31,0,1,1,21,24,7,264,23,30,13,7,4,13,6,0,0,6,11,10,0,0,2,0,3,1,1,0,0,33,2,22,1,1352,39,0,5,4,4,1,0,0,0,0,0,0,1,1,0,1,11,0,33,33,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,3,0,3,0,0,0,0,0,2,0,3,80,17,0,9,10,1,0,0,20,1,0,3,2,0,48,2,13,0,3,3,0,41,0,0,0,7,34,1,27,5,26,75,1,0,8,13,0,0,0,6,2,0,0,0,0,0,0,0,1,0,14,0,15,1,631
49049010126,3199,8,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,24,1,2,1,4,0,0,0,1,0,0,0,0,0,9,1,5,0,0,0,0,6,0,0,0,0,3,1,12,2,1,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,111,78,0,5,11,11,0,4,0,0,1,0,1,2,0,0,0,16,0,52,52,8,0,0,1,0,0,2,0,0,0,0,1,0,0,3,2,6,0,7,0,0,0,0,1,0,1,5,176,44,2,18,22,0,0,0,36,1,0,7,11,0,99,1,32,0,1,1,0,77,0,1,1,8,41,0,18,7,27,103,1,0,19,25,0,0,1,11,2,0,2,0,0,0,0,0,2,0,24,1,33,1,1108
49049010127,4806,14,0,4,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,9,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,5,0,0,1,0,0,0,0,0,95,4,3,7,7,0,0,0,11,0,0,0,0,0,35,9,16,0,0,0,1,12,0,0,0,3,7,0,19,16,9,7,1,0,11,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,3,0,11,0,387,201,0,19,13,13,7,4,0,0,8,1,4,0,1,0,0,46,0,145,145,19,1,0,1,0,0,0,0,0,0,2,2,0,0,8,11,18,0,12,0,0,0,0,1,0,5,10,479,93,3,39,52,1,0,1,87,2,1,23,22,0,200,7,62,0,1,1,1,249,0,4,6,21,122,1,46,27,69,272,0,3,29,60,1,2,0,24,8,0,6,0,0,0,3,0,3,0,71,0,95,1,2870
49049010128,4815,433,1,167,133,133,10,78,0,9,21,2,130,25,10,2,0,106,3,412,412,686,19,1,27,0,1,2,6,21,11,23,1,0,0,26,228,305,0,105,2,0,1,0,38,1,58,58,1442,149,58,80,153,37,4,0,184,23,12,27,43,1,1340,206,536,6,7,7,5,949,3,23,7,249,400,133,635,405,397,361,62,10,349,43,1,5,15,106,49,1,9,4,1,12,6,17,8,0,353,6,216,15,12967,104,1,11,19,19,0,3,0,0,0,0,5,1,0,0,0,32,0,74,74,11,1,0,4,0,0,0,0,0,0,2,0,0,0,4,9,14,0,12,0,0,0,0,2,0,1,9,358,42,5,23,59,2,0,0,43,3,0,8,14,1,119,6,30,0,7,7,0,115,1,3,5,21,116,0,10,16,50,187,1,1,14,27,0,0,1,39,3,0,2,1,0,1,3,0,1,0,48,0,58,1,1849
49049010129,4824,10,0,2,4,4,0,0,0,0,0,0,4,0,0,0,0,1,0,10,10,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,5,0,1,0,0,0,0,1,0,2,0,27,4,0,1,1,1,0,0,3,0,0,0,0,0,27,2,14,0,0,0,0,15,0,1,0,6,7,4,14,6,4,3,3,0,6,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,7,0,6,0,241,104,1,7,16,16,1,5,0,0,1,1,2,3,1,0,0,28,0,109,109,6,1,0,3,1,0,1,0,0,1,3,0,0,0,8,9,12,0,14,0,0,0,0,2,2,2,8,329,42,3,33,46,3,0,1,52,0,2,11,15,0,130,8,38,0,5,5,0,121,0,8,1,15,93,0,14,12,64,203,2,3,14,21,1,0,4,23,5,0,5,0,0,0,1,2,0,0,44,2,67,4,1879
49049010130,4833,16,0,1,3,3,0,0,0,0,0,1,1,1,0,0,0,2,0,6,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,1,1,4,0,20,1,1,2,1,0,0,0,2,1,0,1,1,0,42,5,19,0,0,0,0,24,0,0,0,2,2,2,3,5,5,7,1,0,4,3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,3,1,6,0,231,201,0,7,13,13,1,1,0,0,3,0,2,1,0,0,0,35,0,65,65,10,2,0,2,0,0,0,1,1,0,0,0,0,0,4,4,22,0,12,1,0,0,0,1,1,3,6,259,62,4,25,34,1,0,0,47,0,0,11,10,2,184,5,50,0,1,1,0,162,0,1,6,19,74,0,26,22,56,185,5,2,31,36,0,0,1,19,4,0,3,1,0,0,0,1,1,0,39,0,48,1,1911
49049010131,6458,316,0,60,39,39,12,17,0,7,13,1,76,10,11,1,0,38,2,126,126,197,12,0,9,1,1,4,2,1,4,8,3,1,1,36,75,99,1,21,2,1,0,1,16,2,26,19,529,118,49,39,55,23,2,0,82,12,3,7,30,0,1048,103,394,3,2,2,3,679,5,26,5,115,141,51,215,257,107,106,41,6,242,27,5,0,5,52,27,0,1,8,0,10,4,7,2,1,134,8,106,9,6560,143,1,10,10,10,1,3,0,0,1,0,0,0,0,0,0,15,0,66,66,9,0,0,4,0,0,0,1,0,0,1,0,0,0,3,6,21,0,5,0,0,0,0,0,0,3,3,205,65,4,14,31,2,0,1,38,0,0,7,9,0,140,5,50,0,0,0,0,151,0,2,1,16,64,1,16,16,41,154,5,1,19,15,0,0,0,20,3,0,1,0,0,0,0,0,2,0,30,1,50,1,1540
49049010132,6474,3,0,0,1,1,2,1,0,0,0,0,2,1,1,0,0,0,0,3,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,9,1,0,3,5,1,0,0,0,0,0,0,1,0,18,3,0,0,0,0,0,6,0,0,0,4,5,1,46,1,7,4,0,0,3,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,10,2,7,0,180,129,2,11,14,14,1,6,0,0,0,0,0,1,1,1,0,33,0,79,79,26,0,0,1,0,0,0,0,0,0,1,0,0,0,7,17,25,0,16,0,0,0,0,2,0,1,10,247,45,2,33,45,0,0,0,68,0,1,19,12,0,172,11,48,0,7,7,1,153,1,2,2,35,117,0,146,13,98,276,0,0,21,55,0,1,0,34,8,0,1,0,0,0,1,0,1,0,64,0,75,2,2280
49049010208,4866,39,1,94,3,3,0,2,0,2,1,0,32,3,1,0,0,14,2,18,18,49,1,0,1,0,0,1,1,0,0,0,0,0,0,2,12,98,0,7,1,0,0,0,2,2,4,10,66,9,4,8,15,3,3,0,5,4,2,1,4,0,84,1,58,1,1,1,0,40,2,2,0,5,22,7,26,14,23,8,2,0,14,5,0,1,1,5,8,0,0,1,0,1,0,2,0,0,12,0,11,5,949,125,0,89,9,9,1,5,0,0,2,0,8,1,1,0,1,35,0,58,58,11,1,1,2,0,0,0,0,0,0,3,0,0,0,5,3,92,0,8,0,0,0,0,5,0,0,12,183,61,1,18,44,1,0,2,47,0,1,3,7,0,149,5,70,0,5,5,0,161,0,5,2,19,94,1,16,9,62,172,0,2,4,21,0,0,2,21,4,0,1,1,0,0,4,2,1,0,25,0,64,3,1858
49049010209,6502,52,0,151,7,7,0,3,0,0,1,0,32,0,0,0,0,12,0,13,13,32,2,2,2,0,0,0,0,0,0,2,0,0,0,1,9,65,1,2,1,0,0,0,2,0,1,2,64,5,1,0,20,0,0,0,4,0,0,1,5,0,69,2,50,1,1,1,0,36,1,5,0,18,23,4,15,8,9,11,1,2,7,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,3,0,6,0,829,146,1,141,4,4,2,8,0,0,0,0,20,2,1,0,0,33,0,88,88,1,0,0,5,0,0,0,0,0,0,2,1,0,0,6,5,73,0,21,0,0,0,0,5,3,3,13,232,93,4,34,55,4,0,0,69,2,2,14,30,0,186,10,112,1,6,6,0,209,1,4,3,17,77,1,15,14,52,210,4,2,24,50,0,1,1,25,6,0,1,1,0,0,0,0,2,0,36,0,60,2,2382
49049010210,4887,26,0,9,1,1,1,0,0,0,1,0,64,2,2,0,0,1,0,6,6,10,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,21,0,3,0,0,0,0,0,0,1,2,31,3,2,2,8,0,0,0,7,0,1,1,5,0,35,2,68,1,0,0,0,25,0,1,0,2,17,0,6,11,5,11,2,1,7,2,0,0,0,7,1,0,0,0,0,0,0,2,0,0,7,0,6,0,451,239,1,35,10,10,2,7,0,0,5,1,72,9,1,0,1,41,2,90,90,8,1,0,3,0,0,2,1,0,0,0,0,0,0,12,4,47,0,12,1,0,0,0,2,0,2,22,285,103,5,20,37,2,0,1,68,2,0,8,27,0,351,14,160,1,13,13,1,308,1,5,13,14,121,1,21,28,67,207,1,2,42,46,0,0,0,24,8,0,4,0,0,2,4,1,1,0,32,1,59,3,2859
49049010211,6530,57,0,144,5,5,4,9,0,0,1,0,12,0,5,0,0,9,1,21,21,31,0,0,1,0,0,1,1,3,0,90,1,0,0,0,10,32,0,10,1,1,0,0,1,0,5,10,70,25,4,3,19,7,1,1,12,2,1,4,16,0,112,12,50,1,0,0,0,74,1,9,0,25,42,6,29,9,26,25,8,2,25,5,2,3,3,12,286,0,0,4,0,1,1,4,3,0,23,1,24,3,1629,126,2,139,10,10,1,5,0,0,2,0,1,3,0,6,0,23,0,54,54,5,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,38,0,7,0,0,0,0,5,1,0,6,189,40,5,17,35,1,0,2,51,1,0,2,13,0,108,3,54,1,18,18,0,117,2,1,3,7,45,0,5,13,30,158,3,2,16,20,0,1,2,22,2,0,1,2,0,0,1,0,1,0,24,0,39,2,1593
