tract,fakeid,AFK_x,ALA_x,ALP_x,BDL_x,BDL_x.1,BGM_x,BNT_x,BRT_x,CDF_x,CEN_x,CHA_x,CHL_x,CLF_x,CLI_x,CMT_x,COA_x,CWH_x,DAN_x,DRA_x,DRA_x.1,EAG_x,ELK_x,EMT_x,FAR_x,FCS_x,FFD_x,FRR_x,FTH_x,GLA_x,GOS_x,GRL_x,HAR_x,HDT_x,HDT_x.1,HEB_x,HER_x,HGH_x,HNF_x,HOL_x,HOO_x,HVL_x,IND_x,INT_x,KAY_x,KMS_x,KMT_x,LAY_x,LEH_x,LIN_x,MAP_x,MID_x,MLC_x,MMT_x,MRG_x,MSL_x,MUR_x,MWY_x,NOG_x,NSL_x,OGD_x,OKL_x,ORM_x,PAY_x,PGR_x,PLN_x,PRK_x,PRK_x.1,PRY_x,PVO_x,PVW_x,ROY_x,RVD_x,RVT_x,SAN_x,SAQ_x,SAR_x,SFK_x,SJC_x,SLC_x,SLM_x,SOG_x,SPV_x,SSL_x,SUN_x,SWE_x,SYR_x,TAY_x,TOO_x,UIN_x,VIN_x,WAT_x,WBG_x,WDL_x,WEB_x,WHT_x,WHV_x,WIL_x,WJC_x,WPT_x,WVC_x,WXC_x,TTL_x,AFK_y,ALA_y,ALP_y,BDL_y,BDL_y.1,BGM_y,BNT_y,BRT_y,CDF_y,CEN_y,CHA_y,CHL_y,CLF_y,CLI_y,CMT_y,COA_y,CWH_y,DAN_y,DRA_y,DRA_y.1,EAG_y,ELK_y,EMT_y,FAR_y,FCS_y,FFD_y,FRR_y,FTH_y,GLA_y,GOS_y,GRL_y,HAR_y,HDT_y,HDT_y.1,HEB_y,HER_y,HGH_y,HNF_y,HOL_y,HOO_y,HVL_y,IND_y,INT_y,KAY_y,KMS_y,KMT_y,LAY_y,LEH_y,LIN_y,MAP_y,MID_y,MLC_y,MMT_y,MRG_y,MSL_y,MUR_y,MWY_y,NOG_y,NSL_y,OGD_y,OKL_y,ORM_y,PAY_y,PGR_y,PLN_y,PRK_y,PRK_y.1,PRY_y,PVO_y,PVW_y,ROY_y,RVD_y,RVT_y,SAN_y,SAQ_y,SAR_y,SFK_y,SJC_y,SLC_y,SLM_y,SOG_y,SPV_y,SSL_y,SUN_y,SWE_y,SYR_y,TAY_y,TOO_y,UIN_y,VIN_y,WAT_y,WBG_y,WDL_y,WEB_y,WHT_y,WHV_y,WIL_y,WJC_y,WPT_y,WVC_y,WXC_y,TTL_y
49035100306,1344,15,0,2,9,9,25,53,0,1,16,1,5,22,22,0,2,46,3,26,26,30,1,1,33,1,0,7,0,0,1,15,6,0,0,17,24,10,0,46,8,0,0,0,32,3,56,79,46,8,9,40,79,47,6,1,75,3,21,39,60,2,43,14,19,5,1,1,6,33,7,27,8,45,107,5,27,29,52,417,11,18,20,33,4,8,30,107,37,2,0,7,0,0,15,7,11,1,160,12,197,27,2937,13,0,1,2,2,1,15,0,0,4,0,0,3,4,0,0,32,0,53,53,1,0,0,4,0,0,1,0,0,0,2,0,0,0,1,1,2,0,12,0,0,0,0,7,0,8,12,21,3,1,32,95,8,1,0,86,0,2,75,25,1,22,1,3,0,15,15,0,32,0,5,6,10,86,0,1,2,30,979,1,3,4,86,0,0,4,36,3,0,0,1,0,0,2,1,2,0,59,1,210,13,2207
49035100307,1353,4,0,5,10,10,5,123,1,0,41,3,0,25,10,3,5,94,2,80,80,18,1,4,60,2,0,4,6,1,0,16,2,2,2,15,55,8,0,52,3,0,0,0,49,8,56,110,39,3,5,52,118,58,6,1,103,12,8,84,43,1,12,3,9,1,30,30,2,12,7,20,3,78,190,2,21,16,106,530,4,16,12,43,10,9,41,93,55,6,1,3,0,0,18,6,4,0,178,8,264,12,3557,10,0,0,3,3,3,28,0,0,11,0,0,6,0,0,0,27,0,48,48,1,0,0,8,0,1,0,1,0,0,1,0,0,0,5,7,5,0,15,1,0,0,0,3,0,8,8,17,6,0,32,101,7,0,2,103,0,0,88,15,0,23,1,2,0,18,18,1,22,1,3,4,12,93,0,3,3,24,1055,2,3,1,105,1,1,1,51,2,1,0,1,0,0,8,2,0,0,55,1,251,17,2401
49035100308,907,1,0,0,0,0,5,12,0,0,3,0,0,9,6,0,1,9,0,8,8,6,0,0,6,0,0,0,0,0,0,3,4,0,0,3,6,2,0,10,1,1,0,0,3,0,21,20,6,1,0,9,22,11,0,1,22,2,3,11,10,0,8,4,1,1,2,2,1,10,0,11,0,6,20,1,3,1,13,155,2,2,2,9,7,1,3,28,23,0,0,2,0,0,5,1,4,0,24,1,98,7,757,8,0,1,5,5,3,17,0,0,8,0,2,7,0,0,0,26,0,32,32,1,0,0,4,0,0,1,3,0,0,1,0,0,0,1,2,2,0,7,0,0,0,0,1,0,1,9,8,4,1,24,68,3,0,1,68,0,1,68,19,0,27,0,2,0,16,16,0,19,0,5,3,5,57,1,1,3,26,763,0,4,0,62,0,0,2,19,4,0,0,1,0,0,9,0,1,0,51,0,159,10,1705
49035100500,2285,0,0,1,0,0,1,9,0,1,4,0,3,5,1,0,0,5,0,2,2,1,0,0,2,0,0,1,0,0,0,1,1,0,0,1,3,2,1,2,1,0,0,0,4,0,7,6,7,0,1,10,14,6,0,0,11,1,5,7,3,0,1,2,1,0,1,1,1,2,0,3,1,2,13,0,4,2,4,75,0,1,3,10,0,0,2,9,3,0,0,2,0,0,1,1,1,0,18,2,23,4,343,13,4,0,5,5,5,29,0,0,9,0,0,9,1,0,0,46,0,56,56,3,0,0,13,0,0,1,1,0,0,1,1,0,0,0,4,2,0,29,0,0,0,0,2,0,13,20,22,6,1,36,149,5,0,3,115,1,2,98,38,0,19,1,3,1,26,26,0,36,0,5,8,13,99,1,0,3,35,1143,0,3,4,107,1,0,5,34,4,0,1,1,0,1,6,0,2,0,66,0,259,20,2752
49035100600,2310,16,1,4,16,16,23,80,0,0,30,0,2,18,14,1,4,52,1,33,33,21,3,0,19,0,0,5,1,1,1,12,5,0,0,4,25,6,0,28,8,1,0,0,34,2,70,55,46,6,3,53,103,31,3,2,80,6,9,44,54,1,40,15,7,6,1,1,7,36,7,20,1,45,85,5,17,27,55,464,11,12,13,49,4,7,22,84,44,2,0,9,0,5,12,3,1,1,134,6,198,19,2845,14,1,3,6,6,4,28,0,0,10,0,3,11,3,1,0,51,0,39,39,0,0,0,10,0,1,3,3,0,0,1,2,0,0,2,2,0,0,15,0,0,0,0,6,0,7,20,34,7,0,48,170,6,0,0,101,0,2,73,25,0,29,1,4,0,24,24,0,38,1,4,7,14,99,1,1,3,57,1241,0,4,7,158,1,0,0,45,6,1,1,1,0,0,5,2,0,0,105,0,288,13,2963
49035100700,1398,10,0,2,1,1,10,64,0,1,25,0,5,15,12,0,0,22,4,25,25,20,1,2,17,0,0,1,9,2,0,11,4,0,0,5,9,4,1,19,3,0,0,0,21,2,20,49,24,4,8,20,70,17,2,0,36,2,8,20,33,0,31,13,12,2,1,1,3,24,8,19,14,24,71,8,9,20,36,310,5,9,14,22,2,3,14,52,20,0,0,5,0,0,8,5,2,3,68,8,73,12,1756,3,4,2,2,2,1,16,0,0,3,0,0,6,1,0,0,64,0,35,35,3,0,1,8,0,0,1,0,0,0,3,0,0,0,2,4,0,0,27,1,0,0,0,2,0,5,9,14,4,0,31,148,6,0,0,72,1,0,15,11,1,13,1,3,0,17,17,0,17,1,2,3,4,48,0,2,2,18,824,0,0,1,65,0,0,0,34,0,0,0,0,0,0,2,0,0,0,15,0,92,2,1713
49035100800,1407,7,0,1,4,4,3,46,0,0,20,0,7,15,6,0,0,17,1,4,4,5,0,0,18,0,0,1,2,0,2,1,0,0,0,2,7,3,0,12,1,0,0,0,20,0,27,29,18,3,1,19,38,27,0,0,28,0,7,21,6,0,13,3,6,0,1,1,1,10,3,7,3,12,32,1,6,5,28,278,1,2,2,14,3,5,9,35,18,0,0,1,0,1,5,4,0,0,79,6,113,18,1208,4,0,1,2,2,0,19,0,0,5,0,0,2,0,0,0,52,0,32,32,0,1,0,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,3,0,9,8,9,0,1,20,73,3,0,1,32,0,0,15,8,0,15,0,3,0,8,8,0,11,0,2,0,2,35,0,0,1,33,457,0,1,2,32,0,0,1,22,3,0,0,1,0,0,1,0,2,0,17,0,67,7,1084
49035101000,943,0,0,3,1,1,3,15,0,0,9,0,1,1,2,0,0,10,0,5,5,2,0,0,4,0,0,1,4,0,0,7,0,0,0,1,3,0,0,12,0,0,0,0,4,1,9,15,14,1,0,13,31,13,0,0,22,0,2,9,9,0,4,0,5,0,0,0,0,6,4,3,1,8,16,2,5,3,7,196,1,5,3,8,0,0,5,20,5,0,0,0,0,0,2,1,1,0,28,0,44,8,651,7,8,1,4,4,2,10,0,0,0,0,1,2,0,0,0,18,0,23,23,3,0,1,13,0,0,1,0,0,0,0,0,0,0,1,2,0,0,24,0,0,0,0,2,0,2,4,10,7,0,19,217,4,0,0,74,0,0,15,8,0,16,0,1,0,18,18,0,19,0,2,0,5,41,0,1,2,27,789,0,1,0,32,0,0,0,22,3,0,1,1,0,0,2,0,0,0,23,0,70,6,1613
49035101101,947,5,0,2,1,1,2,22,0,0,5,0,3,4,4,0,0,9,0,13,13,2,1,1,10,0,0,1,1,1,0,1,0,0,0,1,10,0,0,14,1,0,0,0,10,1,12,21,10,1,3,6,42,7,0,0,21,1,2,2,15,0,4,2,5,0,0,0,1,6,2,7,0,8,20,1,4,1,21,195,1,2,2,17,1,4,4,24,3,1,0,3,0,1,2,4,4,0,43,0,29,5,754,2,1,0,1,1,1,9,0,0,1,0,0,1,0,0,0,23,0,22,22,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,1,2,2,7,5,1,0,11,157,5,0,0,58,0,0,19,4,0,7,0,4,1,15,15,0,12,0,1,1,2,33,0,1,0,26,631,0,0,2,34,1,0,1,20,2,0,0,1,0,0,3,0,1,0,12,0,62,5,1283
49035101102,1428,1,0,0,1,1,1,11,0,0,2,0,0,4,2,0,0,10,0,7,7,2,0,0,5,0,0,0,0,1,1,1,1,0,0,0,2,2,0,10,0,0,0,0,6,0,2,11,6,0,0,7,20,2,0,0,10,0,3,10,3,0,1,9,0,1,0,0,0,2,0,6,0,3,18,10,3,5,9,87,1,0,0,2,0,0,2,5,7,1,0,0,0,0,7,3,0,0,9,0,14,0,374,10,1,0,3,3,3,22,0,0,14,0,0,6,1,0,0,89,0,44,44,2,0,1,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,16,0,0,0,0,0,0,1,9,19,5,0,18,145,5,0,1,68,1,0,16,10,0,19,1,4,0,29,29,0,22,0,1,0,5,47,0,0,2,29,817,0,2,3,45,0,0,0,43,1,0,1,1,0,0,2,1,2,0,20,0,95,11,1773
49035101200,1918,2,1,2,6,6,3,29,0,0,4,0,0,3,1,0,0,22,0,9,9,1,0,3,5,0,0,0,3,0,0,2,1,0,0,0,8,3,0,41,4,0,0,0,6,0,5,17,7,0,0,7,51,5,0,0,18,1,1,19,8,0,8,0,0,0,0,0,0,12,0,1,1,16,32,0,6,1,27,291,1,2,2,12,0,3,13,13,2,0,0,0,0,0,3,1,0,0,19,2,45,10,891,14,9,0,8,8,2,11,0,0,16,0,0,6,2,0,0,39,0,36,36,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,4,0,0,29,0,0,0,0,5,0,2,17,24,4,0,22,331,3,0,0,67,0,1,13,13,0,22,1,3,0,15,15,0,11,0,2,1,7,59,0,1,2,29,1112,0,3,1,52,1,0,0,42,5,0,0,2,0,0,4,1,1,0,23,0,89,7,2258
49035101401,482,10,2,4,18,18,6,93,0,0,38,0,3,41,38,0,4,133,1,53,53,22,1,29,48,0,0,11,11,0,0,16,2,0,0,12,43,4,0,113,5,0,0,0,48,2,41,124,34,3,2,67,280,34,4,2,115,2,22,44,70,0,22,5,5,3,20,20,1,17,12,85,16,53,215,5,20,8,99,821,2,22,14,67,2,10,61,111,69,3,0,13,0,2,21,8,15,1,206,12,153,25,4096,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,9,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,5,8,3,0,1,42,1,0,2,9,0,1,2,4,0,8,1,1,0,13,13,0,12,0,0,1,0,11,0,1,1,4,92,0,1,0,3,1,1,0,5,1,0,0,1,0,0,0,0,0,0,6,0,12,0,308
49035101402,967,56,2,26,88,88,38,679,3,1,238,5,39,154,93,5,10,584,8,330,330,123,13,70,241,2,1,21,57,8,5,46,23,4,4,109,248,66,5,531,44,3,3,0,281,11,288,544,231,16,23,392,1321,226,24,7,642,28,73,304,271,8,150,51,60,22,75,75,19,174,29,144,32,338,1066,26,124,78,547,5273,19,78,80,408,27,54,151,639,215,3,0,24,5,6,100,70,47,4,1052,58,1071,170,22745,5,2,0,1,1,4,7,0,0,3,1,0,2,0,0,0,11,0,25,25,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,12,0,1,0,0,2,2,3,9,13,4,0,14,127,0,0,0,23,0,0,4,10,1,24,0,3,0,17,17,0,16,0,4,5,6,27,0,1,1,10,216,2,3,3,9,0,0,0,9,1,0,0,0,0,0,1,0,0,0,12,0,24,1,728
49035101500,1946,3,0,2,17,17,4,50,0,0,19,0,0,15,9,0,0,32,1,15,15,6,0,3,18,1,0,2,5,0,0,4,0,0,0,3,26,6,0,38,2,0,0,0,30,1,36,38,18,2,3,33,107,20,0,0,63,0,4,28,26,0,16,3,3,0,1,1,1,8,2,13,4,22,88,0,10,8,35,369,4,7,6,34,1,1,11,54,23,0,0,1,1,0,9,1,1,1,82,6,98,15,1730,4,3,1,0,0,1,12,0,0,1,0,2,3,2,0,0,27,0,28,28,1,0,0,9,0,0,0,0,0,0,1,0,1,1,1,0,1,0,23,0,0,0,0,3,0,6,9,15,3,1,24,191,1,0,0,54,0,2,12,10,1,16,0,1,0,23,23,0,15,0,1,3,4,58,1,1,1,19,700,0,2,0,34,0,0,0,22,1,0,0,1,0,0,0,1,0,0,30,0,53,6,1499
49035101600,1470,0,0,0,2,2,0,24,0,0,4,0,0,4,2,0,0,18,0,10,10,1,0,3,7,0,0,0,2,0,0,4,1,1,1,1,4,1,1,17,0,0,0,0,8,0,14,4,4,0,1,20,64,12,0,0,27,3,3,10,11,0,7,2,1,1,0,0,2,10,0,6,1,13,33,2,2,2,13,312,1,2,2,15,0,1,3,17,7,0,0,0,0,1,1,1,2,0,25,3,43,2,861,15,9,0,0,0,3,13,1,0,7,0,0,5,0,0,0,33,0,48,48,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,0,0,0,0,6,0,10,7,18,1,0,26,209,4,0,1,66,0,1,13,15,0,20,0,3,0,18,18,0,13,1,1,3,5,52,0,1,2,30,747,1,1,3,55,1,1,1,32,4,0,0,0,0,0,0,0,0,0,37,0,75,5,1714
49035101700,1974,4,0,1,8,8,7,24,0,0,6,0,1,6,2,1,1,39,0,23,23,8,1,1,14,1,0,0,2,0,0,3,4,0,0,3,16,5,0,22,2,0,0,1,9,0,23,17,15,2,2,18,65,14,0,1,18,0,3,16,22,0,14,4,5,2,0,0,0,15,2,12,2,28,64,4,7,6,27,266,1,2,13,20,2,3,10,40,11,0,0,5,0,0,7,0,1,0,54,2,72,6,1227,11,4,0,2,2,3,10,0,0,5,0,0,4,0,0,0,52,0,27,27,1,0,1,9,0,0,1,1,0,0,2,0,0,0,2,2,0,0,21,1,0,0,0,6,0,2,12,19,7,0,40,208,5,0,2,71,0,1,12,15,1,23,0,1,0,22,22,0,26,0,3,1,7,66,0,0,1,42,878,0,1,2,59,0,0,2,29,0,0,1,0,0,0,3,0,0,0,25,0,75,8,1883
49035101800,1491,5,0,3,15,15,3,51,0,0,5,0,7,10,8,1,2,37,0,24,24,5,1,5,12,1,0,1,4,0,0,4,1,0,0,3,19,3,0,48,3,1,0,0,13,0,13,33,21,2,5,27,125,28,1,0,70,2,10,19,36,0,23,14,8,0,2,2,2,27,1,13,7,28,85,6,11,20,31,483,9,10,20,39,2,2,7,65,17,0,0,4,0,0,3,6,6,1,71,7,105,11,1999,4,8,0,1,1,1,13,0,0,2,0,0,3,0,0,0,37,0,29,29,0,0,3,8,0,0,0,0,0,0,0,0,0,0,2,4,1,0,22,0,0,0,0,3,1,3,13,22,3,1,16,159,4,0,0,63,0,1,13,11,0,21,2,4,1,15,15,0,20,0,3,4,6,63,1,1,2,31,723,1,1,1,53,0,0,2,47,3,0,0,0,0,0,1,0,1,0,28,0,79,4,1628
49035101900,2002,13,1,10,9,9,10,162,1,1,40,0,3,36,24,1,2,110,2,81,81,33,5,10,56,0,0,6,5,2,1,12,4,1,1,10,52,15,1,124,12,2,1,0,55,1,99,77,71,6,9,92,207,79,6,3,158,6,17,64,96,1,52,27,18,6,12,12,2,62,9,49,10,87,223,13,35,27,130,1174,2,25,30,108,3,9,26,164,54,2,0,12,1,3,27,17,14,7,222,13,355,24,5366,6,2,0,2,2,2,6,0,0,2,0,0,4,2,0,0,79,0,25,25,0,0,0,20,0,0,2,0,0,0,0,0,0,0,2,4,2,0,16,0,0,0,0,2,1,3,1,12,3,0,20,152,1,0,0,67,0,0,17,12,1,14,0,0,0,13,13,0,18,0,0,3,4,41,0,0,3,22,701,0,3,1,45,1,0,0,18,2,0,0,0,0,0,8,0,0,0,13,0,71,7,1498
49035102000,1512,5,0,5,5,5,8,89,0,0,30,2,5,9,10,0,1,52,0,42,42,9,1,0,25,0,0,3,2,0,0,10,1,0,0,11,18,2,0,58,6,0,0,1,29,0,40,44,38,3,0,55,154,24,0,0,66,1,7,33,39,1,13,4,3,3,7,7,3,22,3,11,5,26,121,1,16,10,62,619,2,9,8,55,4,5,10,90,13,1,0,8,0,0,11,13,3,0,120,5,126,18,2554,6,13,0,2,2,2,12,0,0,1,0,0,6,0,0,0,53,1,28,28,1,0,1,5,0,1,0,0,0,0,1,0,0,0,3,2,0,0,17,0,0,0,0,2,1,2,4,8,1,0,25,154,3,0,0,52,0,0,11,13,0,14,0,3,0,20,20,0,9,0,1,3,3,47,0,0,3,24,699,0,2,0,45,0,0,2,23,3,0,0,0,0,0,3,0,1,0,26,2,88,3,1484
49035102100,1013,15,0,10,20,20,11,117,0,2,47,0,9,34,20,1,2,68,1,99,99,26,4,5,72,1,1,5,18,0,0,12,3,0,0,13,67,17,1,102,7,0,0,0,51,0,45,101,58,4,8,76,159,55,2,1,129,4,14,56,66,3,31,9,12,5,5,5,5,55,5,40,11,79,189,7,25,40,129,864,7,9,18,89,5,11,39,130,60,2,0,5,0,1,13,13,13,0,230,13,202,31,4406,5,1,0,1,1,2,9,0,0,1,0,0,0,2,0,1,38,0,18,18,1,0,0,14,0,0,0,0,0,0,0,0,0,0,2,3,1,0,8,0,0,0,0,1,0,2,4,7,1,0,18,94,6,0,0,35,0,0,12,5,0,7,0,0,0,6,6,0,6,0,1,0,0,34,0,0,0,19,558,0,2,3,29,0,0,0,18,2,0,1,0,0,0,1,0,1,0,24,1,62,3,1096
49035102300,1527,6,0,6,15,15,10,88,1,2,38,0,9,31,20,2,0,66,0,53,53,36,4,4,39,0,0,4,8,1,0,4,4,0,0,10,39,4,0,62,2,0,0,0,36,1,74,51,51,7,7,56,188,53,1,1,94,2,16,47,50,4,38,13,11,3,8,8,2,30,1,26,11,51,148,8,20,24,59,781,6,16,38,63,4,11,28,95,60,0,0,11,1,3,13,14,7,1,145,14,204,24,3541,6,1,2,1,1,3,8,0,0,8,0,0,5,0,0,0,23,0,21,21,1,0,0,9,0,0,0,0,0,0,2,0,0,0,3,4,2,0,7,0,0,0,0,3,0,2,4,8,2,0,20,90,3,0,1,53,1,0,14,11,0,10,1,3,0,13,13,0,13,1,0,3,2,35,0,1,2,18,564,0,1,1,61,0,0,2,36,3,0,0,1,0,0,1,0,1,0,25,0,95,8,1260
49035102501,1023,39,1,19,38,38,13,243,0,2,86,0,15,67,35,1,3,151,1,198,198,80,2,6,132,0,0,12,16,1,0,14,6,2,2,17,112,33,2,160,15,1,0,0,152,2,81,219,148,13,8,151,377,78,6,4,261,6,30,141,101,0,106,21,50,10,20,20,3,98,15,52,8,134,390,2,89,44,278,1791,10,32,42,148,10,25,78,247,86,5,0,6,1,3,40,22,12,1,398,25,448,62,8545,3,1,1,1,1,1,7,0,0,3,0,0,1,0,0,0,46,0,13,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,2,6,1,0,18,57,4,0,0,41,0,0,9,6,0,5,3,0,0,4,4,0,7,0,0,1,2,33,0,0,0,26,439,0,0,1,38,0,1,1,11,1,0,0,0,0,0,0,0,0,0,13,0,71,6,920
49035102502,1027,17,0,6,14,14,5,131,0,1,38,1,12,44,25,0,0,103,0,75,75,47,1,3,58,1,1,9,17,1,0,15,10,1,1,11,59,19,0,90,11,1,0,0,69,0,81,141,74,4,9,76,192,60,3,2,122,5,24,69,94,2,72,20,26,14,10,10,2,51,10,48,14,82,196,4,41,31,133,895,9,26,23,80,12,13,49,151,57,2,0,12,0,2,14,13,19,4,220,10,280,27,4843,2,3,1,1,1,0,8,1,0,1,0,0,2,0,0,0,45,0,22,22,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,2,0,3,7,9,3,0,14,70,3,0,1,46,0,0,18,12,0,3,2,1,0,10,10,0,10,0,1,0,0,28,0,0,1,22,532,0,0,3,45,0,0,1,20,2,0,0,0,0,0,2,0,1,0,27,0,73,4,1119
49035102600,1548,8,0,2,11,11,7,38,0,0,25,0,0,13,17,2,0,23,0,31,31,16,1,1,10,1,0,2,1,1,0,4,1,0,0,7,34,5,0,20,5,0,0,0,17,3,27,59,34,1,3,33,49,28,3,1,54,1,6,18,23,0,20,14,2,3,1,1,3,8,0,19,4,43,66,11,17,12,53,308,3,7,7,24,2,6,20,62,33,0,0,2,0,0,11,6,7,0,141,7,135,22,1873,10,1,2,2,2,3,27,0,0,10,0,0,6,1,0,0,29,0,33,33,1,0,1,8,0,0,1,0,0,0,0,0,0,0,0,6,0,0,17,0,0,0,0,3,0,7,9,16,2,0,31,103,9,1,0,81,1,1,38,20,0,22,1,5,0,8,8,0,18,0,0,5,4,70,0,2,2,22,800,0,2,3,87,1,0,2,42,3,0,0,1,0,0,6,0,0,0,64,0,150,11,1864
49035102701,1557,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,6,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,5,7,2,0,0,3,1,3,0,0,4,0,1,2,3,0,0,0,1,0,0,0,0,0,0,1,0,3,7,0,2,0,5,23,0,0,0,7,0,1,1,5,3,0,0,0,0,0,1,1,0,0,9,0,3,0,124,8,3,2,3,3,3,23,1,0,10,0,1,4,0,0,1,36,0,53,53,2,0,1,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,3,0,6,13,20,7,0,51,120,9,0,0,96,0,0,49,34,1,17,1,2,0,21,21,0,28,0,2,6,14,69,0,1,3,37,915,0,1,2,138,0,0,4,40,3,0,0,1,0,0,4,0,2,0,76,0,203,11,2266
49035102702,1043,3,0,0,4,4,7,39,0,0,11,0,2,11,10,1,1,13,1,16,16,13,2,0,9,0,1,1,6,2,2,10,6,0,0,6,25,5,0,15,8,0,0,0,20,0,20,32,10,3,0,17,25,24,1,1,45,0,11,25,21,2,13,2,6,5,6,6,4,9,7,13,13,47,58,8,15,3,54,188,3,10,7,11,0,3,21,49,38,1,0,2,0,0,8,6,7,0,103,7,123,3,1533,15,2,0,6,6,2,14,0,0,9,0,0,4,0,0,0,16,0,33,33,0,0,0,4,0,0,0,1,0,0,0,1,0,0,2,2,0,0,8,1,0,0,0,0,1,6,16,19,5,0,14,54,8,0,0,48,0,0,34,17,0,16,2,5,2,13,13,0,19,0,1,5,3,42,0,0,2,22,551,0,1,4,74,0,0,0,29,4,0,0,1,0,0,1,0,0,0,57,0,131,11,1380
49035102801,1572,3,0,1,7,7,6,46,0,0,16,0,2,17,15,1,1,21,0,43,43,14,1,2,12,0,0,4,3,2,1,21,1,0,0,2,27,4,0,27,2,0,1,0,13,0,55,28,20,2,2,21,68,32,2,0,49,3,7,33,39,0,14,4,9,1,5,5,2,20,5,12,4,40,78,4,6,14,33,364,1,4,9,26,4,1,7,81,43,0,0,3,0,0,6,6,3,1,120,5,197,12,1931,9,3,1,7,7,4,25,0,0,15,0,0,6,2,0,1,33,0,71,71,0,0,0,6,0,0,1,0,0,0,2,0,0,0,1,7,1,0,23,0,0,0,0,4,1,8,16,12,9,0,33,143,7,0,2,120,0,3,79,16,0,33,0,4,1,26,26,0,29,0,1,4,10,114,0,1,6,54,1189,0,1,6,138,0,1,2,61,5,0,1,0,0,0,9,1,1,0,69,0,280,13,2806
49035102802,1581,27,0,8,59,59,23,155,0,1,55,0,8,43,33,4,6,89,1,113,113,67,0,11,74,1,0,12,10,1,3,32,13,0,0,16,107,21,1,58,8,1,0,0,73,3,217,82,109,3,4,123,249,150,6,3,224,4,24,67,102,1,65,31,28,5,4,4,10,61,8,50,15,140,304,17,54,41,191,951,6,23,18,133,6,11,29,312,97,2,1,17,0,3,29,15,14,1,447,14,654,62,6950,10,2,0,4,4,1,23,0,0,4,0,2,9,1,0,0,25,0,48,48,2,1,0,5,0,0,2,0,0,0,0,0,0,0,2,4,3,0,23,0,0,0,0,7,0,3,13,21,3,0,30,90,6,0,0,104,1,1,43,18,0,19,2,3,0,15,15,0,25,0,2,2,8,54,0,2,2,42,914,0,2,4,119,0,0,3,56,4,0,1,0,0,0,2,0,0,0,79,0,208,13,2148
49035102900,1590,36,3,15,55,55,37,226,1,2,88,1,11,67,49,5,3,197,0,182,182,92,5,5,69,4,0,10,13,1,2,52,4,0,0,20,116,44,1,176,21,1,1,0,106,3,287,168,138,17,19,207,411,175,1,0,349,10,45,117,189,3,110,29,49,8,13,13,6,109,11,105,16,179,489,16,66,81,302,1663,13,36,71,176,10,5,46,465,142,3,1,26,1,4,31,34,19,3,696,29,997,59,10710,12,10,1,3,3,5,12,1,0,8,0,1,8,1,0,0,49,1,59,59,2,0,4,11,0,0,2,3,0,0,0,0,0,0,3,4,2,0,22,0,0,0,0,4,0,6,9,17,6,0,24,154,11,0,1,96,2,1,20,15,1,23,0,3,0,26,26,0,16,0,2,2,7,98,0,0,3,28,931,1,3,5,111,1,1,3,56,3,0,0,0,0,0,3,0,0,0,64,2,181,8,2255
49035103000,1065,2,0,1,0,0,1,25,0,0,1,0,0,6,9,2,1,19,0,5,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,3,0,23,0,0,0,0,1,0,13,9,10,0,1,26,45,20,0,0,18,2,3,6,16,0,15,0,2,0,2,2,0,3,0,5,0,11,35,2,2,4,17,244,1,3,1,13,1,1,7,41,4,0,0,1,0,0,1,1,3,0,37,2,87,0,867,9,4,0,3,3,2,9,0,0,8,0,0,0,0,0,0,51,0,31,31,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,4,0,0,20,1,0,0,0,1,0,7,11,8,5,0,47,150,1,0,0,74,1,0,10,11,0,17,0,5,0,17,17,0,18,0,2,1,3,65,0,1,4,38,792,0,4,7,66,0,0,1,43,4,0,0,0,0,0,4,0,0,0,40,0,109,4,1778
