fakeid,GEOID,AFK_h,ALA_h,ALP_h,BDL_h,BGM_h,BNT_h,BRT_h,CDF_h,CEN_h,CHA_h,CHL_h,CLF_h,CLI_h,CMT_h,COA_h,CWH_h,DAN_h,DRA_h,EAG_h,ELK_h,EMT_h,FAR_h,FCS_h,FFD_h,FRR_h,FTH_h,GLA_h,GOS_h,GRL_h,HAR_h,HDT_h,HEB_h,HER_h,HGH_h,HNF_h,HOL_h,HOO_h,HVL_h,IND_h,INT_h,KAY_h,KMS_h,KMT_h,LAY_h,LEH_h,LIN_h,MAP_h,MID_h,MLC_h,MMT_h,MRG_h,MSL_h,MUR_h,MWY_h,NOG_h,NSL_h,OGD_h,OKL_h,ORM_h,PAY_h,PGR_h,PLN_h,PRK_h,PRY_h,PVO_h,PVW_h,ROY_h,RVD_h,RVT_h,SAN_h,SAQ_h,SAR_h,SFK_h,SJC_h,SLC_h,SLM_h,SOG_h,SPV_h,SSL_h,SUN_h,SWE_h,SYR_h,TAY_h,TOO_h,UIN_h,VIN_h,WAT_h,WBG_h,WDL_h,WEB_h,WHT_h,WHV_h,WIL_h,WJC_h,WPT_h,WVC_h,WXC_h,TTL_h,AFK_w,ALA_w,ALP_w,BDL_w,BGM_w,BNT_w,BRT_w,CDF_w,CEN_w,CHA_w,CHL_w,CLF_w,CLI_w,CMT_w,COA_w,CWH_w,DAN_w,DRA_w,EAG_w,ELK_w,EMT_w,FAR_w,FCS_w,FFD_w,FRR_w,FTH_w,GLA_w,GOS_w,GRL_w,HAR_w,HDT_w,HEB_w,HER_w,HGH_w,HNF_w,HOL_w,HOO_w,HVL_w,IND_w,INT_w,KAY_w,KMS_w,KMT_w,LAY_w,LEH_w,LIN_w,MAP_w,MID_w,MLC_w,MMT_w,MRG_w,MSL_w,MUR_w,MWY_w,NOG_w,NSL_w,OGD_w,OKL_w,ORM_w,PAY_w,PGR_w,PLN_w,PRK_w,PRY_w,PVO_w,PVW_w,ROY_w,RVD_w,RVT_w,SAN_w,SAQ_w,SAR_w,SFK_w,SJC_w,SLC_w,SLM_w,SOG_w,SPV_w,SSL_w,SUN_w,SWE_w,SYR_w,TAY_w,TOO_w,UIN_w,VIN_w,WAT_w,WBG_w,WDL_w,WEB_w,WHT_w,WHV_w,WIL_w,WJC_w,WPT_w,WVC_w,WXC_w,TTL_w
856,490351129041,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,3,2,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,13,0,3,0,44,3,0,0,10,0,4,0,0,2,0,0,2,0,0,0,8,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,6,6,1,12,7,5,0,0,28,0,0,7,3,0,3,0,1,0,2,1,4,0,1,0,12,25,0,1,1,21,100,0,0,2,24,1,0,0,22,1,0,0,2,0,0,2,0,0,0,43,0,50,1,461
857,490351129042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,12,5,1,0,5,0,4,0,0,1,0,0,3,0,0,0,14,0,35,4,0,0,1,0,0,1,0,0,0,1,1,0,0,5,0,0,8,0,0,0,0,0,1,5,6,10,5,1,12,10,7,1,0,39,0,0,8,6,0,4,1,0,0,2,0,10,0,0,0,19,46,0,0,2,32,219,0,3,1,33,0,0,0,25,1,0,0,0,0,0,2,0,0,0,61,0,92,2,791
858,490351129043,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1,0,1,0,4,0,0,0,5,0,0,1,1,0,2,1,1,0,0,0,2,0,1,0,1,7,1,0,0,2,11,0,0,1,1,0,0,1,15,0,0,0,0,0,0,0,1,0,0,26,1,8,0,118,3,3,0,4,1,2,0,0,4,0,0,0,1,0,0,12,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,8,0,0,0,0,2,0,3,4,17,3,0,22,14,10,0,0,47,0,0,6,1,0,9,0,5,0,1,0,6,0,2,1,6,45,0,4,1,30,183,0,1,2,22,0,0,1,40,0,0,1,0,0,0,1,1,0,0,67,0,82,3,745
859,490351129044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,4,0,1,5,0,2,1,0,0,0,0,3,0,0,0,4,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,1,0,6,0,9,6,0,12,10,5,0,0,18,0,0,7,4,0,7,1,4,0,1,0,2,0,1,0,6,28,0,0,2,30,119,0,1,0,21,0,0,1,25,3,0,0,0,0,0,0,0,0,0,49,0,53,0,502
860,490351129045,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,9,3,4,0,0,2,11,3,0,0,10,1,0,0,2,0,0,2,1,0,0,0,4,0,0,0,3,5,0,1,3,6,15,0,1,0,0,0,1,3,18,2,0,0,0,1,0,0,1,0,0,38,0,32,1,220,10,0,1,7,0,1,1,0,1,0,0,1,0,0,0,11,0,29,2,0,0,1,0,0,0,0,0,0,0,0,0,2,10,0,0,12,0,0,0,0,0,0,4,8,9,1,1,24,10,7,0,0,33,0,0,10,4,0,11,0,1,0,1,0,8,0,1,1,13,33,0,0,1,41,184,0,1,0,33,1,0,0,19,3,0,1,0,0,0,0,0,0,0,53,0,72,2,701
861,490351129051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,3,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,9,0,61,3,1,2,6,1,2,1,0,2,1,0,1,2,0,0,20,1,45,1,0,0,1,0,0,2,0,0,0,1,0,0,0,4,0,0,11,0,0,0,0,2,0,8,6,6,6,2,18,21,7,0,0,62,0,0,5,8,1,8,0,0,0,2,1,11,0,1,1,14,43,0,1,1,34,237,0,2,0,31,0,0,0,36,1,0,0,0,1,0,1,0,0,0,71,1,67,1,850
862,490351129052,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,9,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,7,0,0,1,1,0,1,0,16,0,0,0,0,0,0,0,0,0,0,19,0,1,0,80,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,12,0,0,0,0,1,0,2,3,10,3,0,18,26,4,0,0,31,0,0,4,8,0,8,0,0,0,0,0,9,0,2,1,5,31,0,2,5,18,177,0,0,2,28,0,0,0,42,2,0,1,0,0,0,0,2,0,0,63,0,57,0,652
863,490351129053,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,6,0,3,0,0,2,3,5,0,0,4,0,0,0,1,0,3,0,2,0,2,0,3,0,0,0,1,2,0,1,2,6,5,0,0,0,2,0,0,1,14,0,0,1,0,0,0,0,1,0,0,36,0,8,0,140,12,0,0,6,1,4,3,0,2,0,0,7,2,0,0,36,0,53,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,16,0,0,0,0,1,1,14,1,23,9,0,30,42,11,0,0,87,1,0,7,7,0,18,1,11,0,4,0,8,0,0,3,21,78,0,1,8,68,340,0,3,2,58,1,0,1,81,2,0,0,0,0,0,2,0,1,0,111,0,77,4,1322
864,490351129071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,1,5,0,0,2,0,0,0,0,0,0,6,4,0,0,0,3,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4,1,0,2,6,9,0,0,0,3,0,0,1,3,2,0,1,0,0,0,0,0,0,0,22,0,7,0,103,11,0,1,4,0,3,0,0,2,0,0,4,0,1,0,10,0,19,1,0,0,3,0,0,0,0,0,0,1,0,0,2,5,0,0,5,0,0,0,0,0,0,1,12,15,2,0,17,18,3,0,0,46,0,1,3,6,0,13,0,0,0,0,0,12,0,1,1,11,52,0,1,3,50,185,0,0,1,38,1,0,0,34,3,0,0,0,0,0,1,0,0,0,55,0,77,1,752
865,490351129072,2,0,0,11,3,9,0,0,6,0,0,4,2,1,0,28,0,15,9,1,1,3,0,0,1,1,0,1,6,0,0,1,32,3,0,10,0,0,0,0,10,0,23,9,17,0,1,31,33,12,1,0,39,0,0,2,10,0,12,3,3,0,0,0,8,1,6,0,35,44,1,8,3,48,84,0,1,2,17,0,3,6,61,24,0,0,1,0,0,1,3,0,0,159,2,82,3,1000,14,3,0,12,0,3,0,0,4,0,0,1,1,0,0,16,1,47,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,10,0,0,0,0,1,0,7,4,26,2,1,13,24,6,0,0,49,0,0,9,7,0,6,2,2,0,0,0,7,2,1,1,21,56,0,5,2,42,208,0,2,2,27,0,0,1,29,4,0,0,1,0,0,1,1,0,0,77,0,66,3,863
866,490351129073,3,0,1,8,4,3,0,0,0,0,2,2,1,1,0,8,0,15,6,0,0,5,0,0,1,2,1,0,1,0,0,1,36,2,0,3,0,0,0,0,4,0,30,3,14,1,1,27,21,7,0,0,23,1,1,0,5,0,11,2,2,0,0,1,11,0,4,0,39,42,1,5,4,76,61,1,0,3,8,2,0,5,30,15,1,2,3,0,0,1,2,1,0,158,2,55,3,831,8,0,1,3,0,2,2,0,0,0,0,0,1,0,0,13,0,31,2,0,0,2,0,0,1,0,0,0,1,2,0,2,4,0,0,6,0,0,0,0,0,0,6,6,16,4,0,16,9,4,0,0,31,0,1,8,6,0,9,0,3,0,1,0,7,0,0,0,14,31,0,0,1,35,179,0,0,2,20,0,1,2,23,2,0,0,0,0,0,0,0,0,0,71,2,81,2,689
867,490351129121,22,0,8,19,24,22,0,0,10,0,7,14,8,3,0,40,1,65,54,5,2,17,0,0,4,1,1,0,11,4,0,13,99,30,1,22,3,0,0,0,20,0,131,49,65,8,5,71,78,59,1,2,77,1,9,12,51,0,71,18,18,3,2,2,48,3,13,3,98,132,11,43,57,148,196,9,8,25,47,0,3,8,153,50,0,6,5,0,2,0,14,5,0,538,4,283,7,3450,3,0,0,4,1,5,1,0,1,0,1,1,0,0,1,13,0,24,2,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,7,0,0,0,0,0,1,1,6,15,1,0,13,12,9,0,0,38,0,0,5,6,1,7,0,3,0,1,0,12,0,0,2,12,37,0,0,0,26,146,0,1,2,36,0,0,1,21,2,0,0,1,0,0,1,0,1,0,71,0,47,1,623
868,490351129122,3,0,1,4,3,3,0,0,2,0,0,2,0,1,0,2,0,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,17,4,0,1,0,0,0,0,0,0,16,2,8,0,1,5,2,10,0,0,10,1,0,1,1,0,8,4,2,0,1,0,3,1,0,0,16,15,3,2,3,37,14,0,0,1,3,0,0,1,14,2,0,1,0,0,0,0,1,0,0,82,0,34,2,372,9,1,1,0,1,2,1,0,1,0,0,2,0,0,0,13,0,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,1,0,2,4,12,2,0,21,16,4,0,0,49,0,0,6,2,0,6,0,3,0,1,0,8,0,4,2,23,38,0,5,1,35,192,0,0,1,25,0,0,0,25,2,0,0,0,0,0,0,2,0,0,83,0,59,0,734
869,490351129131,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0,0,0,0,1,0,2,0,2,1,0,4,2,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,14,0,2,1,18,8,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,42,0,13,0,173,8,1,2,2,0,6,0,0,1,0,0,1,0,0,0,13,1,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,3,1,13,6,0,25,26,5,0,0,50,0,0,7,8,0,10,0,5,0,4,0,10,0,1,3,10,47,0,1,2,42,192,0,0,2,39,1,0,0,25,2,0,0,1,0,0,3,1,1,0,87,0,72,2,823
870,490351129132,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,3,0,15,3,0,0,0,0,0,1,0,0,0,1,0,0,2,13,0,0,3,0,0,0,0,0,1,9,1,8,0,0,4,8,1,0,1,6,0,0,2,2,0,2,0,0,0,0,0,2,2,1,0,23,11,1,5,1,19,10,0,0,1,1,0,0,0,6,1,0,0,0,0,0,1,1,0,0,65,0,9,0,267,11,2,1,4,1,2,0,0,3,0,1,5,0,0,0,27,0,60,3,0,0,2,0,0,1,0,0,0,0,1,0,1,13,1,0,15,0,0,0,0,2,0,11,11,19,13,1,32,29,10,0,1,57,0,0,11,11,0,18,2,5,0,8,0,11,0,0,2,16,78,0,2,3,53,305,0,4,0,49,0,0,0,32,2,0,5,2,0,0,0,2,0,0,132,0,113,4,1250
871,490351129133,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,1,0,0,1,1,2,0,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,1,2,0,6,0,0,0,0,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,19,0,9,0,78,2,0,1,1,0,3,0,1,0,0,1,3,0,0,0,22,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,4,0,0,0,0,1,1,1,4,10,4,0,11,12,3,0,0,31,0,0,9,3,0,5,1,1,0,1,0,1,0,1,2,9,38,0,0,3,23,114,0,1,1,16,1,0,0,14,0,0,0,0,0,0,0,0,0,0,62,0,44,0,517
872,490351129141,3,0,2,5,0,3,0,0,1,0,1,6,0,0,0,7,0,6,11,0,0,2,0,0,0,0,0,0,1,1,0,2,12,3,0,2,0,0,0,0,8,0,11,6,9,1,0,10,20,8,0,0,21,0,1,3,1,0,6,5,5,1,0,0,4,0,4,1,16,13,0,3,1,27,47,1,0,2,5,0,0,2,28,6,0,1,0,0,0,1,0,1,0,73,0,41,1,483,8,1,0,5,0,3,0,0,2,1,0,0,0,0,0,22,0,32,2,0,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,0,0,3,0,1,3,7,6,0,25,12,6,0,0,48,0,0,7,4,0,7,1,0,0,3,0,11,0,1,2,12,32,0,2,4,31,183,1,1,1,24,0,0,1,21,5,0,0,0,0,0,0,0,0,0,55,0,43,2,686
873,490351129142,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,1,1,0,1,9,5,0,1,1,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,3,4,0,1,0,6,3,2,0,2,3,0,0,0,6,2,0,1,0,0,1,0,1,0,0,18,0,14,0,123,7,1,0,9,2,5,0,0,1,0,0,2,2,0,0,25,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,1,8,3,0,9,0,0,0,0,2,1,9,3,26,6,0,38,34,6,0,0,57,0,0,10,8,0,11,1,5,0,2,1,8,1,0,2,14,61,0,7,1,47,281,0,1,1,40,0,0,0,48,5,0,0,1,0,0,2,1,1,0,80,0,87,0,1067
874,490351129143,2,0,0,5,0,2,0,0,2,0,1,1,0,1,0,3,0,3,2,1,1,0,0,0,0,1,1,0,0,0,0,4,10,1,0,10,1,0,0,0,3,0,4,4,5,0,0,5,9,8,0,0,17,0,1,3,2,0,7,1,2,0,0,0,5,1,0,0,11,12,1,6,3,18,19,0,0,2,2,1,0,1,14,3,0,0,0,0,0,0,1,1,0,38,0,28,2,311,5,1,0,7,0,0,1,0,1,0,0,1,0,0,0,11,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,0,0,0,1,0,2,7,13,5,0,25,30,3,0,0,53,0,0,5,5,0,10,0,4,0,1,0,11,0,1,2,10,52,0,2,0,31,219,0,2,2,38,0,0,0,22,1,0,2,0,0,0,1,0,0,0,52,0,69,1,794
875,490351129144,3,0,1,9,3,5,0,0,1,0,1,2,3,1,0,6,0,19,8,1,1,0,0,0,0,0,0,0,1,0,0,4,26,3,0,2,0,0,0,0,6,0,14,9,6,0,0,7,15,9,0,0,19,0,3,1,2,0,5,2,5,0,3,1,9,0,1,0,15,18,0,3,4,34,32,2,2,4,2,0,1,4,23,3,0,2,1,0,0,0,0,1,1,87,1,39,1,522,9,1,0,6,1,4,0,0,3,0,0,2,1,0,0,20,1,44,0,0,0,2,0,0,0,0,0,0,3,0,0,0,4,0,0,10,0,0,0,0,0,1,2,8,20,1,0,32,26,5,0,0,45,0,1,11,9,0,9,2,5,0,1,0,10,0,0,3,6,64,0,4,2,41,220,0,1,1,38,0,0,0,31,1,0,1,0,0,0,0,1,0,0,83,0,64,0,883
876,490351129161,4,0,2,4,0,4,0,0,2,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,1,18,2,0,3,1,0,0,0,2,0,5,2,6,0,1,3,8,1,0,0,4,0,1,0,4,0,3,0,0,0,0,0,3,1,1,0,19,15,0,3,4,33,21,0,0,3,2,0,0,0,15,1,0,0,1,0,0,0,1,0,0,59,0,15,0,299,4,0,2,5,0,1,0,0,2,0,0,0,0,0,0,9,0,52,2,0,0,1,0,1,1,0,0,0,1,0,0,1,12,1,0,10,0,0,0,0,0,0,1,12,22,6,0,28,16,7,0,0,29,0,0,6,7,0,7,0,5,0,2,1,10,0,1,0,21,61,0,1,0,55,244,0,1,1,28,0,0,1,19,4,0,0,0,0,0,3,0,2,0,91,0,80,2,905
877,490351129162,4,0,0,1,2,1,0,0,0,0,0,5,1,0,2,3,0,5,11,0,0,1,0,0,0,0,0,0,0,0,0,3,12,2,1,3,0,0,0,0,2,1,8,6,7,0,0,10,5,10,0,0,1,0,0,2,5,2,6,1,3,0,0,0,3,0,2,0,9,11,1,6,1,22,11,1,1,2,3,0,1,4,23,8,0,0,0,0,0,0,1,0,0,75,0,29,2,369,7,2,0,1,0,8,0,0,1,0,0,5,0,0,0,8,0,42,1,0,0,0,0,0,1,0,0,0,1,0,0,2,9,0,0,12,0,0,0,0,2,1,8,4,20,1,2,15,18,4,0,1,54,0,0,3,7,0,6,0,3,0,1,0,13,0,1,1,14,51,0,1,4,45,205,0,1,2,27,0,0,1,22,4,0,0,0,0,0,0,0,0,0,90,0,78,3,836
878,490351129163,1,0,0,5,0,4,0,0,2,0,0,0,0,1,0,2,0,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,4,0,0,0,0,0,0,1,0,6,0,0,5,3,3,0,0,7,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,19,10,0,3,3,34,8,1,1,2,1,0,0,2,9,3,0,0,0,0,0,0,0,0,0,55,0,15,0,260,5,2,2,9,0,1,1,0,2,0,0,4,1,0,0,17,0,37,3,0,0,4,0,0,1,0,0,0,2,0,0,0,5,0,0,6,0,0,0,0,1,0,4,1,12,4,0,16,12,9,0,0,29,0,1,10,4,0,9,2,3,0,4,0,11,0,0,0,12,42,0,1,0,47,154,0,0,0,21,0,0,1,15,6,0,0,0,0,0,0,0,1,0,70,1,50,1,673
879,490351129171,10,0,1,8,5,4,0,0,3,0,0,6,2,1,0,13,1,19,33,2,1,2,0,0,0,1,0,0,9,0,0,0,55,3,0,10,0,0,0,0,6,1,33,9,23,0,1,9,19,8,1,0,17,1,1,2,2,0,8,5,3,0,3,1,11,1,0,1,53,54,1,20,12,80,43,1,1,6,5,0,1,3,36,11,0,2,1,0,0,1,3,0,0,224,0,49,0,1041,15,1,0,7,0,4,2,0,2,0,0,4,1,0,0,15,0,53,0,0,0,2,0,0,1,0,0,0,1,1,0,1,11,0,0,16,0,0,0,0,3,0,5,2,19,5,1,27,38,6,0,0,46,0,1,4,6,0,13,0,5,0,3,0,11,2,0,1,11,70,0,1,1,58,239,1,0,2,34,0,0,0,40,1,0,1,1,0,0,2,1,0,0,111,0,96,0,1023
880,490351129172,8,0,1,11,3,3,0,1,2,0,1,1,1,2,0,13,0,17,23,1,1,4,0,0,2,3,0,1,5,0,0,3,42,5,1,15,0,0,0,0,4,0,22,6,17,1,3,8,15,10,0,0,16,0,2,2,5,0,21,4,6,0,5,1,13,0,2,2,49,44,2,9,6,65,54,2,0,4,5,3,1,6,31,9,0,1,1,0,0,0,2,0,0,170,0,43,0,904,17,1,2,10,0,4,1,0,1,0,0,1,1,1,0,16,1,80,8,0,0,2,0,0,2,0,0,0,1,0,0,1,14,1,0,16,1,0,0,0,3,0,8,5,30,9,0,50,37,11,0,0,70,1,0,12,8,0,10,2,6,0,6,0,15,1,2,3,22,84,0,2,5,82,326,0,1,3,43,0,0,4,44,5,0,3,0,0,0,0,1,1,0,127,0,95,1,1354
881,490351129181,12,0,8,24,4,18,0,0,9,0,5,7,4,1,1,19,2,55,40,7,1,7,0,0,2,0,0,0,10,0,0,13,94,10,1,17,2,0,0,0,9,0,59,25,45,3,3,57,56,23,0,1,54,4,9,9,25,1,22,11,16,1,5,2,36,2,11,5,99,132,7,39,24,172,132,1,6,13,27,0,0,10,96,48,0,6,2,0,0,3,13,4,0,300,3,165,5,2395,11,1,2,8,1,7,1,0,1,0,0,5,0,1,0,21,0,81,4,0,0,3,0,0,0,0,0,0,1,0,0,2,11,0,0,15,0,0,0,0,0,1,12,8,30,5,0,44,25,10,0,1,53,0,0,12,11,0,17,3,2,0,3,0,12,0,1,1,17,101,0,5,5,78,321,0,2,3,49,1,0,2,48,3,0,2,0,0,0,1,1,0,0,143,0,94,0,1339
882,490351129182,2,0,0,3,1,2,0,0,1,0,2,3,0,0,0,5,0,10,6,2,0,2,0,0,0,1,1,0,2,0,0,1,15,1,0,5,0,0,0,0,0,0,6,2,2,1,0,8,9,4,0,0,13,1,4,2,6,0,8,3,1,0,0,0,1,0,4,0,14,23,0,8,5,15,13,1,1,2,6,0,1,2,9,3,0,0,0,0,0,0,4,0,0,40,0,22,0,342,4,1,0,3,1,4,1,0,1,0,0,6,1,0,0,10,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,10,0,0,0,0,2,1,11,3,14,3,0,22,22,1,0,0,42,0,1,6,4,0,12,0,2,0,3,0,13,0,0,1,11,56,0,3,3,37,189,0,0,1,16,0,0,0,28,2,0,0,0,0,0,1,1,0,0,64,0,59,1,754
883,490351129183,8,1,2,32,1,10,0,1,12,0,6,7,9,2,2,26,0,57,26,1,0,4,1,0,1,0,2,2,6,0,0,3,97,11,0,17,2,1,0,0,10,0,73,10,46,1,0,53,38,32,0,1,52,1,7,7,14,1,22,10,15,5,0,1,12,0,10,3,107,108,5,29,27,161,91,2,2,11,15,1,2,5,108,25,0,1,1,0,1,0,9,2,0,324,3,130,3,2062,6,0,0,8,0,3,1,0,2,0,1,2,1,0,0,11,0,45,2,0,0,5,0,0,0,0,0,0,1,0,0,1,2,3,0,7,0,0,0,0,1,0,6,3,17,3,1,35,21,8,0,0,47,0,0,6,3,0,8,2,3,0,0,0,10,1,1,2,12,62,0,4,2,46,171,0,2,2,16,0,0,0,13,0,0,0,0,0,0,1,0,0,0,73,1,54,5,776
884,490351129201,2,0,0,4,1,2,0,0,0,0,1,2,0,0,0,8,1,9,7,1,0,1,0,0,1,0,0,0,1,0,0,3,16,3,0,0,0,0,0,0,0,1,6,5,12,1,0,13,8,10,0,0,9,0,0,0,2,0,6,2,1,0,2,1,4,1,0,0,21,18,1,6,2,30,24,0,1,0,4,0,0,1,12,4,0,0,1,0,0,1,3,2,1,64,0,21,0,392,11,1,1,11,2,8,0,0,3,0,0,4,3,0,0,22,0,55,0,0,0,8,0,0,0,0,0,0,0,0,0,4,12,0,0,6,0,0,0,0,1,0,6,9,17,9,0,27,30,9,0,1,65,0,0,14,11,0,17,3,4,0,3,0,13,0,1,0,14,83,0,1,3,73,266,1,1,0,45,0,0,2,31,3,0,0,1,0,0,0,0,1,0,117,0,74,1,1150
885,490351129202,1,0,3,14,4,4,0,0,1,0,2,4,2,0,0,17,2,20,15,0,0,2,0,0,1,1,0,0,0,0,0,9,54,8,0,5,0,0,0,0,5,0,14,6,20,4,2,30,16,12,0,0,17,4,2,3,10,1,18,5,5,1,0,1,11,2,5,3,38,64,1,14,6,86,61,1,9,5,9,0,0,3,40,13,0,1,1,0,0,3,9,2,0,159,0,47,0,998,9,0,0,12,1,8,0,1,3,0,0,4,1,0,0,26,0,54,0,1,0,5,0,1,0,1,0,0,0,0,0,2,17,1,0,13,0,0,0,0,5,0,5,13,21,9,0,35,31,8,0,0,87,0,2,8,9,0,21,3,9,0,4,0,13,0,3,3,14,86,0,5,2,87,304,1,0,3,47,1,0,2,25,3,0,0,1,0,0,1,1,0,0,127,0,99,3,1307
886,490351129211,4,0,2,3,4,8,0,0,1,0,0,7,0,0,1,7,0,15,14,0,1,6,0,0,0,1,0,1,4,0,0,5,33,2,0,6,2,0,0,0,5,0,27,6,17,1,3,21,12,16,1,0,18,1,2,6,7,0,12,4,2,0,0,1,5,1,2,0,36,48,3,16,12,44,41,4,2,3,9,0,0,1,29,16,0,0,2,0,0,0,3,0,0,108,1,62,2,829,10,0,1,2,0,4,0,0,1,0,2,0,0,0,0,10,0,38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,5,0,0,0,0,0,0,4,5,13,2,1,12,11,2,0,0,36,1,0,4,5,0,8,0,1,0,0,0,7,0,1,0,7,34,0,6,2,27,127,1,0,1,29,0,0,1,25,4,0,0,0,0,0,0,0,0,0,53,0,45,2,581
887,490351129212,1,0,3,2,1,4,0,0,1,0,0,2,2,0,0,5,0,9,5,2,0,0,0,0,0,0,0,0,4,0,0,0,27,2,0,6,0,0,0,0,3,0,14,2,17,1,2,7,6,8,1,1,12,1,0,1,4,0,5,1,3,0,0,0,7,0,3,0,18,25,2,7,4,27,31,3,0,7,2,0,0,4,13,8,0,2,2,0,0,1,1,2,1,76,0,28,0,474,3,0,0,1,0,2,4,0,0,0,0,4,0,0,0,11,0,14,0,0,0,1,0,0,1,0,0,0,3,0,0,0,6,0,0,5,0,0,0,0,1,0,2,3,6,4,0,12,15,1,0,0,25,0,0,4,3,0,7,0,3,0,0,0,0,0,2,0,10,33,0,1,2,27,117,0,1,0,17,0,0,2,16,2,0,0,0,0,0,0,0,0,0,54,1,34,1,479
