,blockG,BE_H,CA_H,DA_H,JU_H,MN_H,SL_H,SU_H,TU_H,WA_H,WB_H,TTL_H,BE_W,CA_W,DA_W,JU_W,MN_W,SL_W,SU_W,TU_W,WA_W,WB_W,TTL_W
761,351128232,0.0,1.0,9.0,0.0,0.0,111.0,0.0,1.0,0.0,5.0,167.0,0,6,17,0,1,797,9,5,2,8,984
762,351128233,14.0,40.0,117.0,1.0,3.0,2157.0,27.0,49.0,21.0,56.0,3107.0,1,6,15,0,0,813,11,7,5,11,1026
763,351129041,0.0,1.0,3.0,0.0,0.0,26.0,0.0,1.0,0.0,2.0,35.0,3,3,19,0,0,356,3,3,0,8,426
764,351129042,2.0,13.0,16.0,1.0,0.0,245.0,5.0,4.0,0.0,12.0,323.0,5,5,41,0,0,1211,9,7,3,26,1429
765,351129043,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1,7,21,0,0,540,6,4,2,13,630
766,351129044,0.0,1.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,67.0,1,1,28,0,0,623,7,4,0,11,726
767,351129051,1.0,0.0,0.0,0.0,0.0,43.0,0.0,2.0,0.0,1.0,51.0,3,2,16,0,0,609,3,4,3,11,726
768,351129052,1.0,1.0,0.0,1.0,0.0,31.0,1.0,0.0,0.0,3.0,42.0,1,3,22,0,0,423,6,3,1,10,502
769,351129053,1.0,2.0,5.0,0.0,0.0,97.0,1.0,1.0,1.0,0.0,119.0,3,5,48,0,0,970,11,8,2,26,1151
770,351129071,1.0,2.0,3.0,0.0,0.0,49.0,2.0,3.0,0.0,2.0,71.0,0,7,22,2,0,684,5,4,3,16,811
771,351129072,2.0,10.0,76.0,0.0,0.0,893.0,8.0,35.0,4.0,27.0,1165.0,3,4,25,0,0,686,4,2,2,13,802
772,351129073,3.0,15.0,34.0,0.0,0.0,662.0,2.0,25.0,3.0,24.0,844.0,1,5,23,0,0,503,6,3,2,9,591
773,351129121,26.0,44.0,122.0,1.0,4.0,1669.0,16.0,73.0,14.0,80.0,2397.0,0,2,19,0,0,520,4,6,0,11,610
774,351129122,6.0,7.0,10.0,0.0,1.0,323.0,1.0,6.0,2.0,6.0,403.0,4,10,16,0,0,736,7,5,3,9,856
775,351129131,0.0,1.0,4.0,0.0,0.0,178.0,0.0,4.0,1.0,2.0,204.0,0,3,32,0,0,748,4,3,2,14,870
776,351129132,2.0,1.0,3.0,0.0,0.0,196.0,0.0,1.0,2.0,3.0,244.0,1,6,43,0,1,1095,7,4,1,16,1270
777,351129133,0.0,2.0,7.0,0.0,0.0,104.0,0.0,1.0,0.0,3.0,130.0,1,2,17,0,0,517,7,4,1,11,602
778,351129141,5.0,4.0,31.0,1.0,0.0,523.0,5.0,20.0,3.0,17.0,690.0,0,4,23,1,0,585,4,3,0,11,683
779,351129142,1.0,2.0,6.0,0.0,0.0,103.0,0.0,3.0,2.0,3.0,139.0,1,9,33,0,0,877,5,5,2,12,1017
780,351129143,2.0,2.0,16.0,0.0,1.0,221.0,2.0,5.0,2.0,7.0,304.0,0,4,37,0,0,759,5,6,2,14,895
781,351129144,3.0,10.0,27.0,0.0,0.0,404.0,2.0,7.0,0.0,19.0,541.0,0,1,22,1,0,775,9,5,0,10,889
782,351129161,2.0,2.0,4.0,0.0,0.0,223.0,3.0,1.0,2.0,5.0,283.0,2,3,38,0,0,877,9,4,0,17,1023
783,351129162,3.0,0.0,12.0,0.0,0.0,195.0,0.0,3.0,2.0,1.0,264.0,2,3,22,1,0,646,0,0,0,13,756
784,351129163,0.0,0.0,6.0,0.0,0.0,127.0,1.0,0.0,1.0,0.0,151.0,2,3,19,1,0,638,3,2,0,12,744
785,351129171,2.0,8.0,33.0,0.0,0.0,728.0,1.0,23.0,2.0,15.0,953.0,2,5,27,0,0,817,5,8,1,15,949
786,351129172,4.0,8.0,20.0,0.0,0.0,524.0,2.0,24.0,0.0,10.0,691.0,2,3,32,1,0,1094,9,8,1,27,1269
787,351129181,14.0,29.0,78.0,0.0,2.0,1341.0,9.0,43.0,12.0,44.0,1874.0,1,5,39,0,0,1102,6,6,4,19,1283
788,351129182,9.0,17.0,94.0,1.0,2.0,1739.0,14.0,48.0,10.0,63.0,2311.0,3,7,51,1,0,1322,9,8,0,22,1558
789,351129201,5.0,3.0,24.0,1.0,0.0,294.0,2.0,9.0,4.0,7.0,399.0,2,3,22,1,0,887,6,5,3,12,1012
790,351129202,12.0,18.0,42.0,1.0,3.0,675.0,1.0,21.0,7.0,23.0,924.0,2,8,39,0,0,1253,5,11,3,26,1469
791,351129211,13.0,12.0,49.0,2.0,1.0,560.0,9.0,34.0,6.0,31.0,832.0,1,1,24,2,0,612,5,1,2,11,719
792,351129212,4.0,10.0,11.0,2.0,0.0,258.0,3.0,9.0,0.0,4.0,342.0,0,2,8,0,0,425,1,3,1,8,488
793,351129213,10.0,10.0,29.0,2.0,1.0,554.0,2.0,30.0,3.0,14.0,763.0,0,2,26,1,0,696,6,2,1,16,809
794,351130071,0.0,1.0,3.0,0.0,0.0,210.0,1.0,0.0,0.0,0.0,230.0,4,6,35,1,1,1093,10,9,3,19,1271
795,351130072,1.0,1.0,3.0,0.0,0.0,59.0,0.0,0.0,0.0,2.0,80.0,2,7,45,2,0,1226,8,8,3,18,1427
796,351130081,0.0,1.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,1.0,30.0,0,2,20,0,0,588,4,3,0,19,692
797,351130082,0.0,0.0,2.0,0.0,0.0,47.0,3.0,4.0,1.0,0.0,63.0,2,4,15,0,0,639,4,4,3,13,748
798,351130083,3.0,3.0,7.0,0.0,0.0,291.0,0.0,1.0,0.0,3.0,358.0,2,7,29,0,0,837,7,3,0,20,975
799,351130084,0.0,0.0,9.0,0.0,0.0,239.0,1.0,5.0,2.0,4.0,290.0,2,1,32,1,0,756,9,7,0,10,875
800,351130101,1.0,1.0,5.0,1.0,0.0,195.0,0.0,0.0,0.0,0.0,224.0,2,2,19,0,0,576,2,1,0,15,674
801,351130102,3.0,5.0,13.0,1.0,0.0,308.0,3.0,5.0,1.0,12.0,404.0,2,4,29,0,1,740,3,1,3,9,903
802,351130103,10.0,16.0,103.0,1.0,0.0,2653.0,15.0,27.0,2.0,26.0,3170.0,0,4,50,0,1,1107,4,8,6,17,1345
803,351130104,1.0,0.0,2.0,0.0,0.0,167.0,2.0,1.0,0.0,2.0,194.0,0,2,13,0,0,583,3,4,2,6,698
804,351130111,2.0,11.0,23.0,1.0,1.0,425.0,5.0,10.0,4.0,12.0,558.0,3,9,33,0,1,882,8,7,1,20,1108
805,351130112,6.0,11.0,41.0,1.0,1.0,762.0,10.0,16.0,5.0,12.0,988.0,1,8,21,0,0,649,3,3,1,10,795
806,351130113,8.0,28.0,91.0,2.0,3.0,1425.0,15.0,27.0,10.0,42.0,1972.0,0,6,34,0,0,957,13,2,4,18,1187
807,351130121,8.0,9.0,73.0,5.0,5.0,1336.0,10.0,26.0,11.0,31.0,1927.0,2,10,40,1,0,933,7,3,0,15,1147
808,351130122,24.0,40.0,286.0,16.0,11.0,4539.0,54.0,83.0,30.0,89.0,6619.0,1,8,41,1,0,1385,14,5,3,22,1671
809,351130131,4.0,27.0,57.0,2.0,4.0,942.0,6.0,20.0,7.0,28.0,1279.0,2,9,47,2,0,1242,18,12,4,16,1548
810,351130132,3.0,3.0,7.0,0.0,0.0,468.0,2.0,5.0,1.0,1.0,553.0,4,8,58,0,2,1259,16,10,3,25,1565
811,351130141,2.0,4.0,10.0,3.0,0.0,216.0,0.0,6.0,0.0,5.0,286.0,3,7,40,0,1,986,7,4,2,15,1218
812,351130142,5.0,13.0,25.0,5.0,0.0,548.0,5.0,23.0,4.0,9.0,765.0,2,6,50,0,0,1297,3,4,2,18,1551
813,351130161,36.0,79.0,122.0,3.0,6.0,2076.0,23.0,76.0,25.0,78.0,3192.0,2,8,65,1,0,1274,11,11,3,31,1635
814,351130162,3.0,6.0,7.0,0.0,1.0,358.0,1.0,6.0,3.0,3.0,464.0,3,6,62,3,0,1660,15,14,4,29,2051
815,351130171,2.0,7.0,12.0,0.0,0.0,363.0,4.0,7.0,0.0,2.0,453.0,0,3,13,1,0,595,0,4,1,9,727
816,351130172,4.0,4.0,16.0,1.0,0.0,461.0,5.0,18.0,2.0,9.0,629.0,0,0,22,0,0,496,1,5,0,11,619
817,351130173,2.0,1.0,7.0,1.0,0.0,188.0,0.0,2.0,0.0,0.0,237.0,3,10,45,0,0,1131,4,7,4,25,1401
818,351130174,3.0,1.0,6.0,0.0,0.0,109.0,0.0,5.0,1.0,6.0,164.0,2,5,33,1,1,904,8,6,2,14,1130
819,351130191,24.0,68.0,156.0,5.0,4.0,2159.0,16.0,72.0,21.0,99.0,3214.0,5,15,121,2,0,3960,40,23,6,42,4752
820,351130201,23.0,25.0,105.0,2.0,9.0,1815.0,17.0,65.0,11.0,33.0,2479.0,10,19,259,3,4,7240,59,42,10,80,8842
821,351131011,0.0,1.0,2.0,0.0,0.0,53.0,0.0,5.0,0.0,2.0,70.0,2,5,27,0,0,751,9,0,3,14,872
822,351131012,11.0,16.0,64.0,14.0,1.0,1626.0,12.0,66.0,5.0,29.0,2062.0,0,1,16,0,2,392,4,3,0,0,445
823,351131013,1.0,1.0,12.0,0.0,0.0,194.0,0.0,6.0,0.0,1.0,235.0,2,7,45,1,1,1157,11,12,1,28,1376
824,351131014,0.0,1.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,51.0,0,4,28,1,0,893,7,7,1,11,1029
825,351131021,1.0,1.0,6.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,54.0,2,5,31,1,0,884,6,11,1,17,1035
826,351131022,7.0,18.0,81.0,1.0,5.0,1688.0,10.0,55.0,6.0,36.0,2169.0,2,4,39,0,0,922,3,10,3,16,1085
827,351131051,0.0,1.0,5.0,0.0,0.0,59.0,1.0,4.0,0.0,1.0,91.0,1,0,19,0,0,523,4,2,2,6,628
828,351131052,5.0,7.0,34.0,3.0,0.0,992.0,4.0,171.0,5.0,13.0,1454.0,2,10,88,1,1,2155,21,16,10,35,2590
829,351131071,4.0,5.0,31.0,0.0,3.0,1018.0,6.0,23.0,5.0,21.0,1301.0,6,21,108,4,2,3771,33,27,7,52,4593
830,351131072,2.0,8.0,15.0,0.0,0.0,492.0,4.0,5.0,1.0,6.0,630.0,1,15,117,1,2,3441,24,30,4,56,4223
831,351131073,13.0,18.0,70.0,3.0,1.0,1253.0,11.0,45.0,13.0,61.0,1830.0,5,25,145,0,2,4654,46,27,10,71,5635
832,351131081,0.0,8.0,13.0,0.0,0.0,459.0,0.0,5.0,0.0,3.0,532.0,0,6,57,0,1,1209,17,10,5,28,1474
833,351131082,0.0,0.0,3.0,0.0,0.0,132.0,0.0,1.0,0.0,1.0,152.0,1,4,31,0,0,879,12,5,2,11,1049
834,351133051,24.0,58.0,438.0,5.0,12.0,2713.0,35.0,125.0,17.0,136.0,4020.0,3,0,45,0,0,858,9,3,1,16,989
835,351133052,4.0,11.0,60.0,0.0,0.0,331.0,4.0,17.0,3.0,17.0,511.0,2,5,45,0,0,871,7,6,2,13,1025
836,351133053,64.0,126.0,984.0,7.0,27.0,6952.0,72.0,288.0,48.0,332.0,10002.0,3,3,27,1,0,686,7,3,1,4,787
837,351133054,13.0,22.0,147.0,0.0,0.0,1311.0,10.0,52.0,4.0,46.0,1838.0,1,3,29,1,0,504,5,4,1,11,595
838,351133061,1.0,7.0,35.0,0.0,2.0,433.0,4.0,22.0,3.0,10.0,578.0,0,2,34,0,0,840,8,12,2,13,957
839,351133062,0.0,3.0,7.0,0.0,0.0,101.0,0.0,3.0,0.0,2.0,130.0,1,4,57,0,0,1016,8,9,0,21,1175
840,351133063,0.0,0.0,2.0,0.0,0.0,49.0,0.0,2.0,0.0,1.0,61.0,4,3,46,0,0,805,6,4,1,19,928
841,351133071,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,2,1,26,0,1,384,7,3,0,9,473
842,351133072,1.0,1.0,14.0,0.0,0.0,111.0,1.0,4.0,2.0,5.0,158.0,3,5,34,0,0,501,4,4,1,4,588
843,351133073,4.0,4.0,27.0,0.0,1.0,280.0,2.0,9.0,1.0,10.0,370.0,3,8,62,1,1,994,6,10,0,17,1181
844,351133074,51.0,83.0,809.0,4.0,7.0,5568.0,101.0,306.0,63.0,258.0,8052.0,1,0,24,0,1,424,4,2,0,16,501
845,351133081,0.0,0.0,3.0,0.0,0.0,29.0,0.0,1.0,0.0,2.0,42.0,1,5,24,0,0,462,3,3,0,11,547
846,351133082,3.0,8.0,24.0,0.0,0.0,299.0,1.0,7.0,2.0,19.0,401.0,2,4,52,0,0,680,7,6,0,12,807
847,351133083,3.0,6.0,35.0,0.0,0.0,519.0,8.0,13.0,0.0,15.0,648.0,4,2,53,0,0,757,3,8,0,13,885
848,351133091,2.0,6.0,35.0,0.0,0.0,276.0,9.0,10.0,4.0,16.0,435.0,2,3,56,0,0,808,4,6,3,16,958
849,351133092,1.0,2.0,9.0,0.0,0.0,106.0,0.0,3.0,1.0,2.0,133.0,1,3,28,1,0,644,9,4,0,10,741
850,351133093,0.0,1.0,4.0,0.0,0.0,88.0,0.0,3.0,1.0,2.0,102.0,1,2,34,0,0,583,10,1,3,12,688
851,351133101,23.0,33.0,148.0,2.0,3.0,986.0,12.0,19.0,4.0,77.0,1565.0,0,1,21,0,0,510,3,3,1,7,575
852,351133102,26.0,26.0,156.0,1.0,2.0,1302.0,8.0,52.0,5.0,47.0,1851.0,0,0,20,0,1,507,2,3,1,6,566
853,351133103,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,16.0,0,2,10,0,0,349,1,0,0,9,390
854,351134061,1.0,4.0,20.0,0.0,0.0,242.0,3.0,8.0,0.0,7.0,328.0,4,3,45,0,1,729,7,10,1,17,888
855,351134062,2.0,4.0,48.0,0.0,0.0,710.0,2.0,24.0,5.0,15.0,894.0,6,4,45,0,0,804,9,6,2,24,954
856,351134063,1.0,1.0,4.0,0.0,0.0,74.0,1.0,3.0,0.0,1.0,95.0,1,4,38,0,0,526,2,6,0,17,642
857,351134071,1.0,7.0,15.0,0.0,0.0,192.0,1.0,6.0,3.0,12.0,268.0,1,2,50,1,0,891,6,7,2,16,1027
858,351134072,16.0,29.0,85.0,1.0,1.0,653.0,2.0,73.0,3.0,33.0,1083.0,6,10,121,0,2,2793,11,30,8,46,3191
859,351134073,19.0,20.0,60.0,2.0,1.0,541.0,3.0,30.0,10.0,36.0,841.0,6,4,66,0,0,1294,10,9,4,24,1503
860,351134081,1.0,0.0,3.0,0.0,0.0,141.0,3.0,7.0,0.0,2.0,166.0,3,5,47,0,0,1105,8,16,1,28,1283
861,351134082,0.0,1.0,1.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,28.0,2,12,40,0,0,1075,8,19,1,19,1249
862,351134083,0.0,2.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,42.0,3,9,37,1,1,742,11,8,2,13,881
863,351134091,6.0,8.0,38.0,0.0,2.0,386.0,1.0,31.0,6.0,17.0,560.0,1,4,21,0,0,771,5,6,1,14,865
864,351134092,1.0,1.0,6.0,0.0,0.0,129.0,2.0,12.0,2.0,3.0,169.0,0,2,33,0,1,807,5,10,3,12,926
865,351134093,0.0,0.0,2.0,0.0,0.0,81.0,3.0,2.0,0.0,0.0,93.0,2,3,41,0,0,817,7,9,1,13,943
866,351134101,0.0,3.0,13.0,0.0,0.0,114.0,0.0,5.0,1.0,6.0,171.0,0,4,28,0,0,987,10,4,2,10,1108
867,351134102,4.0,5.0,47.0,1.0,0.0,629.0,2.0,20.0,2.0,17.0,783.0,3,4,24,0,0,644,5,3,2,7,727
868,351134103,0.0,1.0,5.0,0.0,0.0,119.0,0.0,4.0,0.0,3.0,145.0,1,8,38,1,1,840,5,2,3,9,954
869,351134104,0.0,0.0,5.0,0.0,0.0,117.0,2.0,2.0,1.0,4.0,156.0,0,2,20,0,0,472,6,4,1,5,537
870,351134111,0.0,5.0,26.0,0.0,1.0,374.0,3.0,11.0,4.0,11.0,465.0,0,1,21,0,0,521,4,3,2,10,579
871,351134112,0.0,1.0,0.0,0.0,0.0,22.0,0.0,1.0,1.0,0.0,29.0,3,1,25,0,0,807,7,6,4,14,915
872,351134121,13.0,18.0,51.0,0.0,3.0,496.0,5.0,16.0,4.0,18.0,699.0,2,5,71,2,0,1453,15,22,3,19,1664
873,351134131,10.0,11.0,19.0,0.0,0.0,303.0,4.0,10.0,2.0,22.0,451.0,0,7,42,0,0,1046,5,14,2,23,1202
874,351134132,4.0,1.0,2.0,1.0,0.0,54.0,0.0,2.0,2.0,5.0,82.0,1,2,29,0,0,490,6,1,0,14,574
875,351134133,2.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,3.0,40.0,2,2,46,0,0,1018,8,2,0,13,1145
876,351135051,1.0,2.0,13.0,0.0,0.0,85.0,0.0,3.0,0.0,2.0,126.0,1,2,18,0,1,543,4,9,0,13,628
877,351135052,4.0,9.0,27.0,0.0,0.0,243.0,3.0,18.0,5.0,11.0,388.0,2,5,31,0,0,857,6,11,2,17,990
878,351135053,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,0,3,41,0,1,762,5,8,1,16,896
879,351135054,0.0,2.0,3.0,0.0,0.0,193.0,1.0,1.0,0.0,0.0,211.0,0,3,38,0,0,585,3,7,2,7,677
880,351135091,0.0,1.0,4.0,0.0,0.0,69.0,1.0,3.0,1.0,2.0,89.0,0,5,53,0,0,1128,5,9,2,24,1316
881,351135092,6.0,9.0,70.0,0.0,0.0,624.0,5.0,28.0,10.0,28.0,886.0,2,7,65,0,0,1338,11,10,2,28,1570
882,351135101,1.0,1.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,35.0,1,4,33,0,0,795,9,7,1,10,913
883,351135102,3.0,2.0,21.0,0.0,0.0,259.0,7.0,8.0,4.0,18.0,368.0,0,3,19,0,0,462,2,7,1,14,543
884,351135103,6.0,18.0,139.0,0.0,1.0,1863.0,14.0,36.0,5.0,26.0,2301.0,0,2,4,0,0,331,4,1,0,9,367
885,351135111,3.0,6.0,23.0,0.0,2.0,403.0,3.0,13.0,1.0,13.0,506.0,2,5,33,0,0,1085,9,9,2,14,1215
886,351135112,0.0,0.0,6.0,0.0,0.0,60.0,0.0,3.0,1.0,1.0,88.0,2,4,30,1,1,732,5,7,1,14,831
887,351135121,8.0,50.0,156.0,3.0,4.0,1253.0,15.0,34.0,12.0,32.0,1793.0,1,8,38,0,0,1016,11,8,1,15,1167
888,351135122,14.0,65.0,143.0,1.0,6.0,1265.0,10.0,40.0,11.0,33.0,1861.0,1,4,20,0,0,792,7,8,1,16,917
889,351135131,4.0,11.0,44.0,1.0,1.0,751.0,7.0,15.0,4.0,34.0,993.0,0,3,32,0,0,512,7,1,1,8,600
890,351135132,0.0,2.0,12.0,0.0,0.0,210.0,1.0,5.0,2.0,4.0,253.0,0,0,16,1,0,416,3,3,0,7,460
891,351135133,1.0,9.0,10.0,0.0,0.0,167.0,0.0,2.0,3.0,8.0,224.0,1,3,23,0,0,570,4,3,2,14,656
892,351135134,12.0,34.0,123.0,0.0,2.0,1519.0,18.0,33.0,9.0,73.0,2058.0,1,4,46,0,0,1029,7,6,0,23,1187
893,351135141,0.0,1.0,6.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,56.0,2,2,23,0,0,445,5,1,0,7,532
894,351135142,0.0,2.0,2.0,0.0,0.0,29.0,0.0,1.0,1.0,1.0,39.0,1,2,22,0,1,603,7,1,0,9,692
895,351135143,5.0,4.0,41.0,0.0,0.0,322.0,2.0,7.0,1.0,12.0,445.0,1,1,15,0,1,509,1,4,0,10,592
896,351135144,0.0,1.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,25.0,1,7,29,1,0,725,8,3,1,13,850
897,351135151,2.0,1.0,10.0,0.0,0.0,104.0,2.0,4.0,3.0,6.0,155.0,1,8,44,1,0,1186,8,6,3,15,1340
898,351135152,3.0,9.0,12.0,1.0,1.0,391.0,4.0,11.0,5.0,2.0,476.0,0,0,16,0,0,561,8,5,2,12,645
899,351135153,29.0,32.0,72.0,1.0,1.0,944.0,11.0,38.0,12.0,41.0,1395.0,2,1,39,0,0,1187,12,4,4,22,1355
900,351135201,37.0,65.0,298.0,1.0,8.0,2266.0,26.0,79.0,17.0,116.0,3394.0,5,5,39,1,0,1010,8,6,1,21,1148
901,351135202,3.0,6.0,7.0,0.0,0.0,123.0,3.0,4.0,1.0,1.0,162.0,0,1,45,0,0,884,5,10,1,10,1000
902,351135211,0.0,2.0,3.0,0.0,0.0,122.0,0.0,2.0,0.0,6.0,151.0,4,4,37,0,0,976,15,6,2,20,1142
903,351135212,0.0,2.0,0.0,0.0,0.0,28.0,0.0,3.0,0.0,0.0,37.0,2,5,27,0,0,581,8,5,0,5,671
904,351135213,1.0,5.0,14.0,1.0,1.0,141.0,3.0,6.0,4.0,3.0,198.0,4,2,19,0,0,557,6,5,1,14,651
905,351135214,8.0,11.0,31.0,0.0,1.0,381.0,5.0,14.0,6.0,16.0,544.0,2,4,26,0,0,634,7,1,1,15,724
906,351135221,1.0,1.0,1.0,0.0,0.0,111.0,0.0,2.0,0.0,1.0,127.0,0,13,27,0,0,768,9,1,1,9,894
907,351135222,2.0,4.0,10.0,0.0,0.0,157.0,0.0,5.0,0.0,3.0,200.0,2,7,17,1,1,902,8,4,1,15,1010
908,351135231,1.0,3.0,6.0,0.0,0.0,47.0,0.0,1.0,1.0,0.0,73.0,3,5,23,0,0,715,5,9,2,17,821
909,351135232,4.0,5.0,17.0,0.0,2.0,211.0,0.0,16.0,0.0,9.0,305.0,1,4,23,0,0,564,5,7,0,7,653
910,351135233,0.0,2.0,4.0,0.0,0.0,130.0,1.0,1.0,0.0,1.0,147.0,2,8,41,0,0,953,12,6,2,20,1114
911,351135234,3.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,1.0,70.0,0,2,22,0,0,593,5,3,2,6,663
912,351135251,2.0,1.0,14.0,0.0,0.0,420.0,0.0,15.0,0.0,3.0,477.0,4,4,44,0,0,1177,9,13,0,16,1345
913,351135252,7.0,6.0,104.0,0.0,6.0,1811.0,10.0,199.0,11.0,31.0,2322.0,3,7,92,0,0,2424,18,24,3,40,2713
914,351135261,5.0,13.0,17.0,0.0,0.0,241.0,2.0,10.0,0.0,5.0,346.0,4,2,56,1,1,1223,10,17,0,18,1393
915,351135262,3.0,7.0,23.0,0.0,1.0,301.0,0.0,17.0,0.0,4.0,404.0,2,2,25,0,0,758,5,9,1,12,864
916,351135263,2.0,2.0,10.0,0.0,0.0,331.0,2.0,13.0,0.0,5.0,382.0,0,4,37,0,0,666,5,8,2,7,759
917,351135271,0.0,1.0,0.0,0.0,1.0,23.0,0.0,0.0,2.0,0.0,29.0,0,6,30,0,0,701,4,9,2,16,833
918,351135272,0.0,0.0,1.0,0.0,0.0,59.0,3.0,2.0,0.0,0.0,71.0,0,4,25,0,0,777,7,5,0,7,894
919,351135273,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,21.0,1,4,21,0,0,631,2,5,4,13,737
920,351135281,0.0,1.0,0.0,0.0,0.0,32.0,2.0,0.0,1.0,2.0,41.0,0,5,38,0,0,982,18,7,3,14,1145
921,351135282,0.0,1.0,3.0,0.0,0.0,18.0,3.0,0.0,2.0,0.0,28.0,2,2,16,0,0,608,9,4,7,7,697
922,351135283,0.0,0.0,1.0,0.0,0.0,19.0,1.0,0.0,1.0,1.0,24.0,3,5,25,0,0,949,7,2,1,13,1092
923,351135321,0.0,1.0,1.0,0.0,0.0,325.0,2.0,6.0,0.0,6.0,360.0,1,5,29,1,0,791,4,3,2,16,907
924,351135322,3.0,1.0,4.0,0.0,1.0,108.0,4.0,2.0,0.0,5.0,141.0,3,4,37,0,0,818,3,3,0,11,927
925,351135331,6.0,7.0,39.0,1.0,0.0,281.0,2.0,8.0,2.0,10.0,424.0,3,4,39,0,1,1173,11,4,1,20,1335
926,351135332,0.0,9.0,13.0,0.0,0.0,235.0,2.0,7.0,2.0,8.0,321.0,3,5,17,1,1,578,9,3,0,14,681
927,351135333,0.0,1.0,8.0,0.0,0.0,148.0,2.0,7.0,2.0,2.0,184.0,1,2,26,0,0,501,5,2,0,10,583
928,351135341,3.0,1.0,5.0,0.0,0.0,86.0,0.0,4.0,1.0,1.0,117.0,5,16,75,0,1,2283,14,21,3,37,2653
929,351135342,0.0,7.0,8.0,0.0,0.0,138.0,1.0,9.0,1.0,4.0,190.0,3,6,43,0,0,1278,11,8,0,24,1491
930,351135351,3.0,8.0,22.0,0.0,0.0,504.0,4.0,14.0,3.0,12.0,639.0,4,18,125,3,0,3683,29,33,5,65,4249
931,351135361,1.0,1.0,19.0,0.0,1.0,404.0,5.0,12.0,0.0,10.0,507.0,1,1,47,0,0,787,5,7,2,12,916
932,351135362,8.0,13.0,35.0,1.0,1.0,412.0,7.0,19.0,5.0,24.0,596.0,0,2,49,0,1,709,5,7,0,11,842
933,351135371,0.0,0.0,4.0,0.0,0.0,105.0,0.0,0.0,0.0,1.0,113.0,0,6,29,0,0,713,7,4,1,7,823
934,351135372,0.0,1.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,38.0,2,2,41,0,0,745,3,3,2,14,858
935,351135381,0.0,1.0,2.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,33.0,1,2,32,0,2,780,6,6,2,10,892
936,351135382,0.0,2.0,7.0,0.0,0.0,83.0,0.0,3.0,2.0,0.0,104.0,1,2,36,1,0,556,6,8,0,14,668
937,351135391,1.0,0.0,19.0,0.0,0.0,181.0,2.0,5.0,0.0,4.0,232.0,0,4,52,0,0,1050,9,2,1,17,1204
938,351135392,0.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,2.0,30.0,1,4,56,1,0,1077,5,10,3,24,1244
939,351136001,0.0,1.0,3.0,0.0,1.0,146.0,3.0,5.0,0.0,2.0,172.0,3,2,34,0,0,724,10,5,0,15,848
940,351136002,2.0,0.0,16.0,0.0,0.0,404.0,2.0,13.0,1.0,4.0,473.0,1,2,13,0,0,514,5,2,1,10,579
941,351136003,0.0,1.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,20.0,1,4,23,0,0,557,4,9,1,13,645
942,351136004,1.0,1.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,3.0,38.0,2,1,21,0,0,632,9,2,1,6,726
943,351137011,0.0,0.0,2.0,0.0,0.0,108.0,0.0,3.0,0.0,1.0,118.0,3,0,37,0,0,691,7,6,0,16,811
944,351137012,3.0,3.0,6.0,1.0,0.0,143.0,0.0,3.0,1.0,9.0,188.0,1,7,18,1,0,500,3,4,1,9,574
945,351137013,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,15.0,3,6,38,2,0,747,7,7,3,16,891
946,351137021,0.0,1.0,15.0,0.0,0.0,144.0,0.0,4.0,0.0,9.0,182.0,1,7,33,1,1,665,5,6,0,15,795
947,351137022,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,1,5,20,0,1,578,3,6,0,6,671
948,351138011,0.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,20.0,1,7,28,0,0,916,8,3,0,16,1043
949,351138012,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,17.0,1,1,25,0,0,653,6,4,2,15,773
950,351138013,1.0,4.0,4.0,0.0,0.0,100.0,3.0,1.0,0.0,6.0,136.0,1,2,18,0,0,443,5,5,1,8,518
